cust_id,product_id,month,feature_name,usage_events,feature_score,adoption_level
C0014,P0285,2025-12-01,Advanced DNS Security,0,0.0,not_enabled
C0014,P0285,2026-02-01,Advanced DNS Security,33693,0.7,active
C0014,P0285,2026-03-01,Advanced DNS Security,33751,0.7,active
C0014,P0285,2026-05-01,Advanced DNS Security,80667,1.0,deep
C0014,P0285,2025-07-01,Advanced Threat Prevention,0,0.0,not_enabled
C0014,P0285,2025-08-01,Advanced Threat Prevention,0,0.0,not_enabled
C0014,P0285,2026-01-01,Advanced Threat Prevention,481090,1.0,deep
C0014,P0285,2026-04-01,Advanced Threat Prevention,612271,1.0,deep
C0014,P0285,2026-06-01,Advanced Threat Prevention,372214,0.7,active
C0014,P0285,2025-09-01,Decryption,0,0.0,not_enabled
C0014,P0285,2025-10-01,Decryption,0,0.0,not_enabled
C0014,P0285,2025-11-01,Decryption,7889,0.7,active
C0014,P0285,2025-12-01,Decryption,11629,0.7,active
C0014,P0285,2026-02-01,Decryption,12309,0.7,active
C0014,P0285,2026-03-01,Decryption,15670,1.0,deep
C0014,P0285,2026-05-01,Decryption,5798,0.7,active
C0015,P0110,2025-09-01,Decryption,0,0.0,not_enabled
C0015,P0110,2025-10-01,Decryption,0,0.0,not_enabled
C0015,P0110,2025-11-01,Decryption,0,0.0,not_enabled
C0015,P0110,2025-12-01,Decryption,48174,0.7,active
C0015,P0110,2026-02-01,Decryption,29577,0.7,active
C0015,P0110,2026-03-01,Decryption,49909,0.7,active
C0015,P0110,2026-05-01,Decryption,51316,0.7,active
C0015,P0110,2025-09-01,GlobalProtect,0,0.0,not_enabled
C0015,P0110,2025-10-01,GlobalProtect,0,0.0,not_enabled
C0015,P0110,2025-11-01,GlobalProtect,0,0.0,not_enabled
C0015,P0110,2025-12-01,GlobalProtect,0,0.0,not_enabled
C0015,P0110,2026-02-01,GlobalProtect,0,0.0,not_enabled
C0015,P0110,2026-03-01,GlobalProtect,0,0.0,not_enabled
C0015,P0110,2026-05-01,GlobalProtect,0,0.0,not_enabled
C0015,P0110,2025-07-01,App-ID,0,0.0,not_enabled
C0015,P0110,2025-08-01,App-ID,66569,0.7,active
C0015,P0110,2026-01-01,App-ID,51744,0.7,active
C0015,P0110,2026-04-01,App-ID,24339,0.7,active
C0015,P0110,2026-06-01,App-ID,45769,0.7,active
C0015,P0071,2025-09-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0071,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0071,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0071,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0071,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0071,2026-03-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0071,2026-05-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0071,2025-09-01,App-ID,0,0.0,not_enabled
C0015,P0071,2025-10-01,App-ID,0,0.0,not_enabled
C0015,P0071,2025-11-01,App-ID,0,0.0,not_enabled
C0015,P0071,2025-12-01,App-ID,0,0.0,not_enabled
C0015,P0071,2026-02-01,App-ID,0,0.0,not_enabled
C0015,P0071,2026-03-01,App-ID,0,0.0,not_enabled
C0015,P0071,2026-05-01,App-ID,51372,0.7,active
C0015,P0071,2025-09-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0071,2025-10-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0071,2025-11-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0071,2025-12-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0071,2026-02-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0071,2026-03-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0071,2026-05-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0071,2025-09-01,Decryption,0,0.0,not_enabled
C0015,P0071,2025-10-01,Decryption,0,0.0,not_enabled
C0015,P0071,2025-11-01,Decryption,0,0.0,not_enabled
C0015,P0071,2025-12-01,Decryption,0,0.0,not_enabled
C0015,P0071,2026-02-01,Decryption,2091665,0.7,active
C0015,P0071,2026-03-01,Decryption,1766399,0.7,active
C0015,P0071,2026-05-01,Decryption,3063574,1.0,deep
C0015,P0071,2025-09-01,Advanced DNS Security,0,0.0,not_enabled
C0015,P0071,2025-10-01,Advanced DNS Security,402460,0.7,active
C0015,P0071,2025-11-01,Advanced DNS Security,612018,1.0,deep
C0015,P0071,2025-12-01,Advanced DNS Security,287407,0.7,active
C0015,P0071,2026-02-01,Advanced DNS Security,672941,1.0,deep
C0015,P0071,2026-03-01,Advanced DNS Security,635356,1.0,deep
C0015,P0071,2026-05-01,Advanced DNS Security,798393,1.0,deep
C0015,P0206,2025-07-01,GlobalProtect,0,0.0,not_enabled
C0015,P0206,2025-08-01,GlobalProtect,0,0.0,not_enabled
C0015,P0206,2026-01-01,GlobalProtect,0,0.0,not_enabled
C0015,P0206,2026-04-01,GlobalProtect,0,0.0,not_enabled
C0015,P0206,2026-06-01,GlobalProtect,35962,0.7,active
C0015,P0206,2025-09-01,IoT/OT Security,0,0.0,not_enabled
C0015,P0206,2025-10-01,IoT/OT Security,0,0.0,not_enabled
C0015,P0206,2025-11-01,IoT/OT Security,0,0.0,not_enabled
C0015,P0206,2025-12-01,IoT/OT Security,0,0.0,not_enabled
C0015,P0206,2026-02-01,IoT/OT Security,97218,1.0,deep
C0015,P0206,2026-03-01,IoT/OT Security,89617,0.7,active
C0015,P0206,2026-05-01,IoT/OT Security,85905,0.7,active
C0015,P0206,2025-07-01,App-ID,0,0.0,not_enabled
C0015,P0206,2025-08-01,App-ID,0,0.0,not_enabled
C0015,P0206,2026-01-01,App-ID,0,0.0,not_enabled
C0015,P0206,2026-04-01,App-ID,0,0.0,not_enabled
C0015,P0206,2026-06-01,App-ID,0,0.0,not_enabled
C0015,P0289,2026-01-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0289,2026-04-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0289,2026-06-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0289,2025-10-01,Decryption,0,0.0,not_enabled
C0015,P0289,2025-11-01,Decryption,0,0.0,not_enabled
C0015,P0289,2025-12-01,Decryption,0,0.0,not_enabled
C0015,P0289,2026-02-01,Decryption,0,0.0,not_enabled
C0015,P0289,2026-03-01,Decryption,0,0.0,not_enabled
C0015,P0289,2026-05-01,Decryption,0,0.0,not_enabled
C0015,P0289,2025-10-01,App-ID,0,0.0,not_enabled
C0015,P0289,2025-11-01,App-ID,0,0.0,not_enabled
C0015,P0289,2025-12-01,App-ID,0,0.0,not_enabled
C0015,P0289,2026-02-01,App-ID,0,0.0,not_enabled
C0015,P0289,2026-03-01,App-ID,0,0.0,not_enabled
C0015,P0289,2026-05-01,App-ID,0,0.0,not_enabled
C0015,P0289,2026-01-01,Enterprise DLP,0,0.0,not_enabled
C0015,P0289,2026-04-01,Enterprise DLP,335925,0.7,active
C0015,P0289,2026-06-01,Enterprise DLP,801422,1.0,deep
C0015,P0405,2025-09-01,Advanced Threat Prevention,0,0.0,not_enabled
C0015,P0405,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0015,P0405,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0015,P0405,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0015,P0405,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0015,P0405,2026-03-01,Advanced Threat Prevention,0,0.0,not_enabled
C0015,P0405,2026-05-01,Advanced Threat Prevention,11838,0.7,active
C0015,P0405,2025-09-01,Decryption,1604854,1.0,deep
C0015,P0405,2025-10-01,Decryption,1367680,1.0,deep
C0015,P0405,2025-11-01,Decryption,572891,0.7,active
C0015,P0405,2025-12-01,Decryption,1412962,1.0,deep
C0015,P0405,2026-02-01,Decryption,1502630,1.0,deep
C0015,P0405,2026-03-01,Decryption,526150,0.7,active
C0015,P0405,2026-05-01,Decryption,1518076,1.0,deep
C0015,P0405,2025-07-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0405,2025-08-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0405,2026-01-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0405,2026-04-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0405,2026-06-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0405,2025-09-01,App-ID,0,0.0,not_enabled
C0015,P0405,2025-10-01,App-ID,0,0.0,not_enabled
C0015,P0405,2025-11-01,App-ID,0,0.0,not_enabled
C0015,P0405,2025-12-01,App-ID,93384,1.0,deep
C0015,P0405,2026-02-01,App-ID,57482,0.7,active
C0015,P0405,2026-03-01,App-ID,29583,0.7,active
C0015,P0405,2026-05-01,App-ID,42858,0.7,active
C0015,P0430,2025-08-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0430,2026-01-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0430,2026-04-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0430,2026-06-01,Advanced URL Filtering,0,0.0,not_enabled
C0015,P0430,2025-08-01,App-ID,0,0.0,not_enabled
C0015,P0430,2026-01-01,App-ID,91438,0.7,active
C0015,P0430,2026-04-01,App-ID,36852,0.7,active
C0015,P0430,2026-06-01,App-ID,100167,1.0,deep
C0015,P0430,2025-08-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0430,2026-01-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0430,2026-04-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0430,2026-06-01,Advanced WildFire,0,0.0,not_enabled
C0015,P0430,2025-08-01,Decryption,0,0.0,not_enabled
C0015,P0430,2026-01-01,Decryption,0,0.0,not_enabled
C0015,P0430,2026-04-01,Decryption,1868684,0.7,active
C0015,P0430,2026-06-01,Decryption,4117727,0.7,active
C0016,P0210,2025-09-01,App-ID,0,0.0,not_enabled
C0016,P0210,2025-10-01,App-ID,0,0.0,not_enabled
C0016,P0210,2025-11-01,App-ID,0,0.0,not_enabled
C0016,P0210,2025-12-01,App-ID,0,0.0,not_enabled
C0016,P0210,2026-02-01,App-ID,0,0.0,not_enabled
C0016,P0210,2026-03-01,App-ID,0,0.0,not_enabled
C0016,P0210,2026-05-01,App-ID,0,0.0,not_enabled
C0016,P0210,2025-09-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0210,2025-10-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0210,2025-11-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0210,2025-12-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0210,2026-02-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0210,2026-03-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0210,2026-05-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0210,2025-07-01,Decryption,0,0.0,not_enabled
C0016,P0210,2025-08-01,Decryption,0,0.0,not_enabled
C0016,P0210,2026-01-01,Decryption,0,0.0,not_enabled
C0016,P0210,2026-04-01,Decryption,0,0.0,not_enabled
C0016,P0210,2026-06-01,Decryption,0,0.0,not_enabled
C0016,P0139,2025-07-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0139,2025-08-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0139,2026-01-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0139,2026-04-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0139,2026-06-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0139,2025-09-01,IoT/OT Security,0,0.0,not_enabled
C0016,P0139,2025-10-01,IoT/OT Security,0,0.0,not_enabled
C0016,P0139,2025-11-01,IoT/OT Security,0,0.0,not_enabled
C0016,P0139,2025-12-01,IoT/OT Security,0,0.0,not_enabled
C0016,P0139,2026-02-01,IoT/OT Security,0,0.0,not_enabled
C0016,P0139,2026-03-01,IoT/OT Security,0,0.0,not_enabled
C0016,P0139,2026-05-01,IoT/OT Security,0,0.0,not_enabled
C0016,P0139,2025-07-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0139,2025-08-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0139,2026-01-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0139,2026-04-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0139,2026-06-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0326,2025-07-01,App-ID,0,0.0,not_enabled
C0016,P0326,2025-08-01,App-ID,0,0.0,not_enabled
C0016,P0326,2026-01-01,App-ID,0,0.0,not_enabled
C0016,P0326,2026-04-01,App-ID,0,0.0,not_enabled
C0016,P0326,2026-06-01,App-ID,0,0.0,not_enabled
C0016,P0326,2025-09-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0326,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0326,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0326,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0326,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0423,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0423,2026-03-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0423,2026-05-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0423,2025-07-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0423,2025-08-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0423,2026-01-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0423,2026-04-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0423,2026-06-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0423,2025-07-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0423,2025-08-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0423,2026-01-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0423,2026-04-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0423,2026-06-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2025-09-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2025-10-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2025-11-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2025-12-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2026-02-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2026-03-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2026-05-01,Advanced WildFire,0,0.0,not_enabled
C0016,P0296,2025-09-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0296,2025-10-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0296,2025-11-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0296,2025-12-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0296,2026-02-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0296,2026-03-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0296,2026-05-01,Advanced DNS Security,0,0.0,not_enabled
C0016,P0296,2025-09-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0296,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0296,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0296,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0296,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0296,2026-03-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0296,2026-05-01,Advanced Threat Prevention,0,0.0,not_enabled
C0016,P0296,2025-09-01,Enterprise DLP,0,0.0,not_enabled
C0016,P0296,2025-10-01,Enterprise DLP,0,0.0,not_enabled
C0016,P0296,2025-11-01,Enterprise DLP,0,0.0,not_enabled
C0016,P0296,2025-12-01,Enterprise DLP,0,0.0,not_enabled
C0016,P0296,2026-02-01,Enterprise DLP,0,0.0,not_enabled
C0016,P0296,2026-03-01,Enterprise DLP,0,0.0,not_enabled
C0016,P0296,2026-05-01,Enterprise DLP,0,0.0,not_enabled
C0016,P0296,2025-09-01,App-ID,0,0.0,not_enabled
C0016,P0296,2025-10-01,App-ID,0,0.0,not_enabled
C0016,P0296,2025-11-01,App-ID,0,0.0,not_enabled
C0016,P0296,2025-12-01,App-ID,0,0.0,not_enabled
C0016,P0296,2026-02-01,App-ID,0,0.0,not_enabled
C0016,P0296,2026-03-01,App-ID,0,0.0,not_enabled
C0016,P0296,2026-05-01,App-ID,0,0.0,not_enabled
C0016,P0296,2025-08-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0296,2026-01-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0296,2026-04-01,Advanced URL Filtering,0,0.0,not_enabled
C0016,P0296,2026-06-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0443,2026-01-01,Enterprise DLP,0,0.0,not_enabled
C0017,P0443,2026-04-01,Enterprise DLP,15948,0.7,active
C0017,P0443,2026-06-01,Enterprise DLP,22683,0.7,active
C0017,P0443,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0017,P0443,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0017,P0443,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0017,P0443,2026-02-01,Advanced Threat Prevention,3967572,1.0,deep
C0017,P0443,2026-03-01,Advanced Threat Prevention,2903171,0.7,active
C0017,P0443,2026-05-01,Advanced Threat Prevention,2246842,0.7,active
C0017,P0443,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0443,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0443,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0443,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0443,2026-03-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0443,2026-05-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0443,2025-10-01,App-ID,0,0.0,not_enabled
C0017,P0443,2025-11-01,App-ID,0,0.0,not_enabled
C0017,P0443,2025-12-01,App-ID,0,0.0,not_enabled
C0017,P0443,2026-02-01,App-ID,0,0.0,not_enabled
C0017,P0443,2026-03-01,App-ID,105154,1.0,deep
C0017,P0443,2026-05-01,App-ID,43697,0.7,active
C0017,P0443,2025-10-01,Advanced DNS Security,0,0.0,not_enabled
C0017,P0443,2025-11-01,Advanced DNS Security,0,0.0,not_enabled
C0017,P0443,2025-12-01,Advanced DNS Security,35784,0.7,active
C0017,P0443,2026-02-01,Advanced DNS Security,83207,1.0,deep
C0017,P0443,2026-03-01,Advanced DNS Security,92872,1.0,deep
C0017,P0443,2026-05-01,Advanced DNS Security,70905,0.7,active
C0017,P0443,2025-10-01,Decryption,0,0.0,not_enabled
C0017,P0443,2025-11-01,Decryption,0,0.0,not_enabled
C0017,P0443,2025-12-01,Decryption,0,0.0,not_enabled
C0017,P0443,2026-02-01,Decryption,0,0.0,not_enabled
C0017,P0443,2026-03-01,Decryption,0,0.0,not_enabled
C0017,P0443,2026-05-01,Decryption,0,0.0,not_enabled
C0017,P0059,2025-07-01,IoT/OT Security,0,0.0,not_enabled
C0017,P0059,2025-08-01,IoT/OT Security,0,0.0,not_enabled
C0017,P0059,2026-01-01,IoT/OT Security,3025219,0.7,active
C0017,P0059,2026-04-01,IoT/OT Security,1315589,0.7,active
C0017,P0059,2026-06-01,IoT/OT Security,3342334,1.0,deep
C0017,P0059,2025-09-01,Decryption,0,0.0,not_enabled
C0017,P0059,2025-10-01,Decryption,0,0.0,not_enabled
C0017,P0059,2025-11-01,Decryption,0,0.0,not_enabled
C0017,P0059,2025-12-01,Decryption,0,0.0,not_enabled
C0017,P0059,2026-02-01,Decryption,0,0.0,not_enabled
C0017,P0059,2026-03-01,Decryption,0,0.0,not_enabled
C0017,P0059,2026-05-01,Decryption,0,0.0,not_enabled
C0017,P0059,2025-07-01,App-ID,0,0.0,not_enabled
C0017,P0059,2025-08-01,App-ID,0,0.0,not_enabled
C0017,P0059,2026-01-01,App-ID,0,0.0,not_enabled
C0017,P0059,2026-04-01,App-ID,0,0.0,not_enabled
C0017,P0059,2026-06-01,App-ID,0,0.0,not_enabled
C0017,P0059,2025-07-01,Advanced Threat Prevention,0,0.0,not_enabled
C0017,P0059,2025-08-01,Advanced Threat Prevention,0,0.0,not_enabled
C0017,P0059,2026-01-01,Advanced Threat Prevention,810421,1.0,deep
C0017,P0059,2026-04-01,Advanced Threat Prevention,375537,0.7,active
C0017,P0059,2026-06-01,Advanced Threat Prevention,604061,0.7,active
C0017,P0059,2025-07-01,Advanced WildFire,0,0.0,not_enabled
C0017,P0059,2025-08-01,Advanced WildFire,0,0.0,not_enabled
C0017,P0059,2026-01-01,Advanced WildFire,0,0.0,not_enabled
C0017,P0059,2026-04-01,Advanced WildFire,3062999,0.7,active
C0017,P0059,2026-06-01,Advanced WildFire,4601439,0.7,active
C0017,P0059,2025-09-01,GlobalProtect,0,0.0,not_enabled
C0017,P0059,2025-10-01,GlobalProtect,0,0.0,not_enabled
C0017,P0059,2025-11-01,GlobalProtect,0,0.0,not_enabled
C0017,P0059,2025-12-01,GlobalProtect,0,0.0,not_enabled
C0017,P0059,2026-02-01,GlobalProtect,37798,1.0,deep
C0017,P0059,2026-03-01,GlobalProtect,48559,1.0,deep
C0017,P0059,2026-05-01,GlobalProtect,16645,0.7,active
C0017,P0475,2025-09-01,Advanced Threat Prevention,53152,1.0,deep
C0017,P0475,2025-10-01,Advanced Threat Prevention,66660,1.0,deep
C0017,P0475,2025-11-01,Advanced Threat Prevention,31665,0.7,active
C0017,P0475,2025-12-01,Advanced Threat Prevention,57590,1.0,deep
C0017,P0475,2026-02-01,Advanced Threat Prevention,62879,1.0,deep
C0017,P0475,2026-03-01,Advanced Threat Prevention,18157,0.7,active
C0017,P0475,2026-05-01,Advanced Threat Prevention,31569,0.7,active
C0017,P0475,2025-09-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0475,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0475,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0475,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0475,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0475,2026-03-01,Advanced URL Filtering,0,0.0,not_enabled
C0017,P0475,2026-05-01,Advanced URL Filtering,54587,0.7,active
C0017,P0475,2025-07-01,Advanced DNS Security,0,0.0,not_enabled
C0017,P0475,2025-08-01,Advanced DNS Security,0,0.0,not_enabled
C0017,P0475,2026-01-01,Advanced DNS Security,0,0.0,not_enabled
C0017,P0475,2026-04-01,Advanced DNS Security,0,0.0,not_enabled
C0017,P0475,2026-06-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0433,2025-09-01,Enterprise DLP,0,0.0,not_enabled
C0018,P0433,2025-10-01,Enterprise DLP,0,0.0,not_enabled
C0018,P0433,2025-11-01,Enterprise DLP,0,0.0,not_enabled
C0018,P0433,2025-12-01,Enterprise DLP,0,0.0,not_enabled
C0018,P0433,2026-02-01,Enterprise DLP,0,0.0,not_enabled
C0018,P0433,2026-03-01,Enterprise DLP,442869,0.7,active
C0018,P0433,2026-05-01,Enterprise DLP,367555,0.7,active
C0018,P0433,2025-09-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0433,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0433,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0433,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0433,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0433,2026-03-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0433,2026-05-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0433,2025-09-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0433,2025-10-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0433,2025-11-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0433,2025-12-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0433,2026-02-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0433,2026-03-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0433,2026-05-01,Advanced DNS Security,22914,0.7,active
C0018,P0114,2026-01-01,Enterprise DLP,90296,0.7,active
C0018,P0114,2026-04-01,Enterprise DLP,38167,0.7,active
C0018,P0114,2026-06-01,Enterprise DLP,100504,1.0,deep
C0018,P0114,2025-09-01,SaaS Security,0,0.0,not_enabled
C0018,P0114,2025-10-01,SaaS Security,0,0.0,not_enabled
C0018,P0114,2025-11-01,SaaS Security,0,0.0,not_enabled
C0018,P0114,2025-12-01,SaaS Security,0,0.0,not_enabled
C0018,P0114,2026-02-01,SaaS Security,0,0.0,not_enabled
C0018,P0114,2026-03-01,SaaS Security,0,0.0,not_enabled
C0018,P0114,2026-05-01,SaaS Security,370551,0.7,active
C0018,P0114,2026-01-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0114,2026-04-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0114,2026-06-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0114,2026-01-01,Advanced Threat Prevention,2609197,1.0,deep
C0018,P0114,2026-04-01,Advanced Threat Prevention,3130769,1.0,deep
C0018,P0114,2026-06-01,Advanced Threat Prevention,1059972,0.7,active
C0018,P0142,2025-09-01,Decryption,561049,0.7,active
C0018,P0142,2025-10-01,Decryption,898223,0.7,active
C0018,P0142,2025-11-01,Decryption,628581,0.7,active
C0018,P0142,2025-12-01,Decryption,891591,0.7,active
C0018,P0142,2026-02-01,Decryption,1187137,1.0,deep
C0018,P0142,2026-03-01,Decryption,1436608,1.0,deep
C0018,P0142,2026-05-01,Decryption,751977,0.7,active
C0018,P0142,2026-01-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0142,2026-04-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0142,2026-06-01,Advanced URL Filtering,0,0.0,not_enabled
C0018,P0142,2026-01-01,Advanced WildFire,0,0.0,not_enabled
C0018,P0142,2026-04-01,Advanced WildFire,11063,0.7,active
C0018,P0142,2026-06-01,Advanced WildFire,27094,1.0,deep
C0018,P0142,2026-01-01,Advanced DNS Security,0,0.0,not_enabled
C0018,P0142,2026-04-01,Advanced DNS Security,1710328,1.0,deep
C0018,P0142,2026-06-01,Advanced DNS Security,846708,0.7,active
C0018,P0142,2025-09-01,SD-WAN,0,0.0,not_enabled
C0018,P0142,2025-10-01,SD-WAN,0,0.0,not_enabled
C0018,P0142,2025-11-01,SD-WAN,0,0.0,not_enabled
C0018,P0142,2025-12-01,SD-WAN,0,0.0,not_enabled
C0018,P0142,2026-02-01,SD-WAN,0,0.0,not_enabled
C0018,P0142,2026-03-01,SD-WAN,0,0.0,not_enabled
C0018,P0142,2026-05-01,SD-WAN,31069,0.7,active
C0018,P0142,2026-01-01,Advanced Threat Prevention,0,0.0,not_enabled
C0018,P0142,2026-04-01,Advanced Threat Prevention,17858,0.7,active
C0018,P0142,2026-06-01,Advanced Threat Prevention,48704,1.0,deep
C0018,P0193,2025-09-01,Decryption,0,0.0,not_enabled
C0018,P0193,2025-10-01,Decryption,0,0.0,not_enabled
C0018,P0193,2025-11-01,Decryption,0,0.0,not_enabled
C0018,P0193,2025-12-01,Decryption,0,0.0,not_enabled
C0018,P0193,2026-02-01,Decryption,0,0.0,not_enabled
C0018,P0193,2026-03-01,Decryption,0,0.0,not_enabled
C0018,P0193,2026-05-01,Decryption,84925,0.7,active
C0018,P0193,2025-07-01,App-ID,0,0.0,not_enabled
C0018,P0193,2025-08-01,App-ID,0,0.0,not_enabled
