feature_id,feature_name,feature_description,product_id,meaningful_floor_events,deep_threshold_events
F00557,App-ID,App-ID capability delivered within VM-100 SKU-0123,P0123,6427,25708
F00558,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0123,P0123,520163,2080653
F00559,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0123,P0123,746245,2984982
F00560,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0124,P0124,26767,107070
F00561,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0124,P0124,3831,15324
F00562,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0124,P0124,355216,1420864
F00563,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0124,P0124,16385,65540
F00564,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0124,P0124,14004,56017
F00565,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0124,P0124,7569,30277
F00566,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for Azure SKU-0125,P0125,769595,3078380
F00567,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0125,P0125,9007,36028
F00568,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0125,P0125,586695,2346780
F00569,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0125,P0125,18257,73030
F00570,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0125,P0125,23177,92710
F00571,Decryption,Decryption capability delivered within VM-700 SKU-0126,P0126,102681,410725
F00572,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0126,P0126,9166,36664
F00573,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-700 SKU-0126,P0126,11694,46776
F00574,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0127,P0127,690261,2761044
F00575,App-ID,App-ID capability delivered within VM-300 SKU-0127,P0127,190442,761770
F00576,Decryption,Decryption capability delivered within VM-300 SKU-0127,P0127,39865,159462
F00577,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0128,P0128,7295,29180
F00578,App-ID,App-ID capability delivered within PA-5445 SKU-0128,P0128,17482,69931
F00579,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5445 SKU-0128,P0128,32899,131596
F00580,Decryption,Decryption capability delivered within PA-5445 SKU-0128,P0128,30456,121826
F00581,Decryption,Decryption capability delivered within VM-300 SKU-0129,P0129,7933,31732
F00582,App-ID,App-ID capability delivered within VM-300 SKU-0129,P0129,5436,21744
F00583,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0129,P0129,7153,28613
F00584,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0129,P0129,298156,1192625
F00585,Enterprise DLP,Enterprise DLP capability delivered within PA-3410 SKU-0130,P0130,8937,35748
F00586,Advanced WildFire,Advanced WildFire capability delivered within PA-3410 SKU-0130,P0130,331045,1324180
F00587,Decryption,Decryption capability delivered within PA-3410 SKU-0130,P0130,511059,2044237
F00588,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0130,P0130,8664,34656
F00589,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0130,P0130,39565,158261
F00590,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0131,P0131,18782,75128
F00591,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0131,P0131,127565,510260
F00592,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0131,P0131,236942,947770
F00593,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0132,P0132,8392,33568
F00594,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0132,P0132,732925,2931701
F00595,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0132,P0132,305593,1222375
F00596,Decryption,Decryption capability delivered within VM-100 SKU-0132,P0132,16527,66108
F00597,IoT/OT Security,IoT/OT Security capability delivered within VM-100 SKU-0132,P0132,6574,26298
F00598,App-ID,App-ID capability delivered within PA-3410 SKU-0133,P0133,178280,713123
F00599,Decryption,Decryption capability delivered within PA-3410 SKU-0133,P0133,29949,119796
F00600,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0133,P0133,10863,43452
F00601,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0134,P0134,441894,1767579
F00602,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0134,P0134,958138,3832554
F00603,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0134,P0134,8489,33956
F00604,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0134,P0134,327923,1311692
F00605,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-460 SKU-0135,P0135,151400,605601
F00606,Advanced DNS Security,Advanced DNS Security capability delivered within PA-460 SKU-0135,P0135,254047,1016191
F00607,App-ID,App-ID capability delivered within PA-460 SKU-0135,P0135,732599,2930399
F00608,IoT/OT Security,IoT/OT Security capability delivered within PA-460 SKU-0135,P0135,5738,22953
F00609,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0135,P0135,184163,736654
F00610,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0136,P0136,15529,62116
F00611,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0136,P0136,11983,47932
F00612,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0136,P0136,27760,111040
F00613,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0136,P0136,8174,32697
F00614,SaaS Security,SaaS Security capability delivered within Prisma Access Remote Networks SKU-0136,P0136,8144,32576
F00615,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0137,P0137,202162,808648
F00616,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0137,P0137,16599,66398
F00617,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0137,P0137,884032,3536131
F00618,Decryption,Decryption capability delivered within CN-Series SKU-0137,P0137,278075,1112302
F00619,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0137,P0137,27484,109939
F00620,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0137,P0137,10898,43593
F00621,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0138,P0138,17523,70095
F00622,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0138,P0138,12624,50499
F00623,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0138,P0138,292152,1168608
F00624,SD-WAN,SD-WAN capability delivered within Prisma Access Remote Networks SKU-0138,P0138,399646,1598586
F00625,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0139,P0139,13361,53445
F00626,IoT/OT Security,IoT/OT Security capability delivered within PA-440 SKU-0139,P0139,6070,24281
F00627,Advanced WildFire,Advanced WildFire capability delivered within PA-440 SKU-0139,P0139,9972,39891
F00628,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0140,P0140,27548,110192
F00629,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0140,P0140,10684,42739
F00630,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0140,P0140,223136,892546
F00631,Decryption,Decryption capability delivered within CN-Series SKU-0140,P0140,8903,35612
F00632,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0141,P0141,25480,101922
F00633,App-ID,App-ID capability delivered within PA-410 SKU-0141,P0141,12399,49598
F00634,Decryption,Decryption capability delivered within PA-410 SKU-0141,P0141,738023,2952093
F00635,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0142,P0142,272577,1090308
F00636,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0142,P0142,6028,24113
F00637,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0142,P0142,6213,24853
F00638,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0142,P0142,378686,1514744
F00639,SD-WAN,SD-WAN capability delivered within Prisma Access Remote Networks SKU-0142,P0142,11318,45274
F00640,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0142,P0142,10362,41449
F00641,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0143,P0143,24779,99119
F00642,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0143,P0143,141190,564761
F00643,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0143,P0143,31566,126266
F00644,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0143,P0143,10857,43428
F00645,Decryption,Decryption capability delivered within VM-300 SKU-0144,P0144,299563,1198253
F00646,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0144,P0144,6922,27688
F00647,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0144,P0144,770414,3081657
F00648,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0144,P0144,122505,490022
F00649,Enterprise DLP,Enterprise DLP capability delivered within VM-300 SKU-0144,P0144,3941,15765
F00650,IoT/OT Security,IoT/OT Security capability delivered within VM-300 SKU-0144,P0144,9172,36691
F00651,App-ID,App-ID capability delivered within VM-500 SKU-0145,P0145,12349,49396
F00652,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0145,P0145,10078,40314
F00653,Decryption,Decryption capability delivered within VM-500 SKU-0145,P0145,30375,121503
F00654,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0145,P0145,23295,93180
F00655,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0145,P0145,636322,2545290
F00656,Decryption,Decryption capability delivered within Prisma Access Mobile Users SKU-0146,P0146,471401,1885604
F00657,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0146,P0146,6083,24333
F00658,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0146,P0146,183087,732348
F00659,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0146,P0146,14593,58374
F00660,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0146,P0146,949985,3799941
F00661,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0146,P0146,18286,73146
F00662,Decryption,Decryption capability delivered within PA-7500 SKU-0147,P0147,18435,73742
F00663,Advanced WildFire,Advanced WildFire capability delivered within PA-7500 SKU-0147,P0147,7526,30105
F00664,App-ID,App-ID capability delivered within PA-7500 SKU-0147,P0147,19254,77016
F00665,Enterprise DLP,Enterprise DLP capability delivered within PA-7500 SKU-0147,P0147,24514,98057
F00666,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0148,P0148,265105,1060423
F00667,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0148,P0148,24854,99416
F00668,Enterprise DLP,Enterprise DLP capability delivered within VM-100 SKU-0148,P0148,186793,747172
F00669,Decryption,Decryption capability delivered within PA-5410 SKU-0149,P0149,289729,1158916
F00670,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0149,P0149,8184,32736
F00671,App-ID,App-ID capability delivered within PA-5410 SKU-0149,P0149,18199,72797
F00672,Advanced WildFire,Advanced WildFire capability delivered within PA-5410 SKU-0149,P0149,402844,1611379
F00673,IoT/OT Security,IoT/OT Security capability delivered within PA-5410 SKU-0149,P0149,537254,2149018
F00674,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0150,P0150,875683,3502732
F00675,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0150,P0150,7496,29984
F00676,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0150,P0150,3849,15396
F00677,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0151,P0151,32584,130336
F00678,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0151,P0151,13958,55832
F00679,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0151,P0151,16279,65117
F00680,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0152,P0152,6556,26224
F00681,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0152,P0152,15295,61181
F00682,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0152,P0152,20340,81360
F00683,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0152,P0152,8377,33509
F00684,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0152,P0152,18015,72062
F00685,Decryption,Decryption capability delivered within CN-Series SKU-0153,P0153,5947,23788
F00686,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0153,P0153,1240002,4960010
F00687,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0153,P0153,25011,100047
F00688,App-ID,App-ID capability delivered within CN-Series SKU-0153,P0153,220138,880552
F00689,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0154,P0154,400484,1601939
F00690,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0154,P0154,105074,420296
F00691,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0154,P0154,10203,40813
F00692,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0154,P0154,10785,43143
F00693,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0154,P0154,30733,122932
F00694,App-ID,App-ID capability delivered within CN-Series SKU-0155,P0155,507252,2029010
F00695,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0155,P0155,10588,42353
F00696,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0155,P0155,32911,131644
F00697,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0155,P0155,15610,62440
F00698,Decryption,Decryption capability delivered within CN-Series SKU-0155,P0155,9489,37956
F00699,Enterprise DLP,Enterprise DLP capability delivered within VM-100 SKU-0156,P0156,645268,2581073
F00700,Decryption,Decryption capability delivered within VM-100 SKU-0156,P0156,215792,863171
F00701,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0156,P0156,40666,162666
F00702,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0156,P0156,20040,80163
F00703,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0157,P0157,5673,22694
F00704,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0157,P0157,41528,166115
F00705,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0157,P0157,15696,62784
F00706,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0157,P0157,162393,649574
F00707,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-410 SKU-0158,P0158,16887,67548
F00708,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0158,P0158,350887,1403550
F00709,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0158,P0158,12853,51412
F00710,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0159,P0159,173265,693061
F00711,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0159,P0159,9262,37048
F00712,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0159,P0159,5283,21134
F00713,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0159,P0159,16333,65334
F00714,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0159,P0159,15080,60323
F00715,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0160,P0160,5391,21566
F00716,Decryption,Decryption capability delivered within VM-300 SKU-0160,P0160,168148,672593
F00717,Enterprise DLP,Enterprise DLP capability delivered within VM-300 SKU-0160,P0160,28816,115265
F00718,App-ID,App-ID capability delivered within VM-300 SKU-0160,P0160,15927,63708
F00719,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0161,P0161,15257,61028
F00720,App-ID,App-ID capability delivered within VM-500 SKU-0161,P0161,13868,55473
F00721,Enterprise DLP,Enterprise DLP capability delivered within VM-500 SKU-0161,P0161,10809,43239
F00722,Decryption,Decryption capability delivered within VM-500 SKU-0161,P0161,145282,581131
F00723,App-ID,App-ID capability delivered within VM-700 SKU-0162,P0162,31007,124030
F00724,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-700 SKU-0162,P0162,24330,97323
F00725,Advanced DNS Security,Advanced DNS Security capability delivered within VM-700 SKU-0162,P0162,310554,1242218
F00726,Decryption,Decryption capability delivered within VM-700 SKU-0162,P0162,16528,66112
F00727,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0162,P0162,262511,1050047
F00728,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0162,P0162,190644,762576
F00729,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0163,P0163,23969,95877
F00730,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0163,P0163,568330,2273320
F00731,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0163,P0163,9683,38734
F00732,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Mobile Users SKU-0163,P0163,947522,3790090
F00733,Advanced WildFire,Advanced WildFire capability delivered within PA-7500 SKU-0164,P0164,7027,28109
F00734,Decryption,Decryption capability delivered within PA-7500 SKU-0164,P0164,5384,21539
F00735,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-7500 SKU-0164,P0164,18225,72903
F00736,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0165,P0165,651231,2604924
F00737,App-ID,App-ID capability delivered within CN-Series SKU-0165,P0165,273191,1092764
F00738,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0165,P0165,5319,21276
F00739,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0165,P0165,24501,98005
F00740,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0165,P0165,38123,152495
F00741,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0166,P0166,16144,64576
F00742,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0166,P0166,801967,3207871
F00743,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0166,P0166,12810,51242
F00744,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0166,P0166,30919,123679
F00745,SD-WAN,SD-WAN capability delivered within Prisma Access Browser SKU-0167,P0167,23961,95844
F00746,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0167,P0167,1164368,4657474
F00747,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0167,P0167,13189,52756
F00748,Enterprise DLP,Enterprise DLP capability delivered within PA-440 SKU-0168,P0168,840836,3363347
F00749,App-ID,App-ID capability delivered within PA-440 SKU-0168,P0168,30063,120252
F00750,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-440 SKU-0168,P0168,103190,412761
F00751,Decryption,Decryption capability delivered within PA-440 SKU-0168,P0168,13900,55600
F00752,Advanced WildFire,Advanced WildFire capability delivered within PA-440 SKU-0168,P0168,536675,2146701
F00753,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0168,P0168,5474,21897
F00754,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0169,P0169,36876,147505
F00755,App-ID,App-ID capability delivered within VM-300 SKU-0169,P0169,324966,1299864
F00756,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0169,P0169,16763,67055
F00757,Decryption,Decryption capability delivered within VM-300 SKU-0169,P0169,1176452,4705809
F00758,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0169,P0169,15134,60536
F00759,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0170,P0170,24117,96468
F00760,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0170,P0170,7164,28656
F00761,AI Access Security,AI Access Security capability delivered within Prisma Access Browser SKU-0170,P0170,15871,63485
F00762,GlobalProtect,GlobalProtect capability delivered within Prisma Access Browser SKU-0170,P0170,10384,41539
F00763,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0170,P0170,302998,1211993
F00764,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0171,P0171,158907,635628
F00765,Enterprise DLP,Enterprise DLP capability delivered within VM-300 SKU-0171,P0171,505238,2020955
F00766,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0171,P0171,26373,105492
F00767,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0171,P0171,610367,2441470
F00768,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0172,P0172,728292,2913168
F00769,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0172,P0172,13666,54667
F00770,Decryption,Decryption capability delivered within VM-100 SKU-0172,P0172,17841,71366
F00771,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0173,P0173,21872,87490
F00772,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0173,P0173,266737,1066948
F00773,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0173,P0173,147672,590690
F00774,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0173,P0173,5860,23442
F00775,AI Access Security,AI Access Security capability delivered within Prisma Access Browser SKU-0174,P0174,5868,23472
F00776,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0174,P0174,9539,38159
F00777,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0174,P0174,4884,19537
F00778,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0174,P0174,12159,48637
F00779,AI Access Security,AI Access Security capability delivered within Prisma Access Mobile Users SKU-0175,P0175,11153,44615
F00780,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0175,P0175,28869,115476
F00781,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0175,P0175,762933,3051734
F00782,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0175,P0175,344816,1379266
F00783,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0176,P0176,219236,876947
F00784,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5445 SKU-0176,P0176,1316539,5266159
F00785,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0176,P0176,305381,1221524
F00786,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0177,P0177,25165,100660
F00787,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0177,P0177,1102741,4410964
F00788,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Mobile Users SKU-0177,P0177,690543,2762172
F00789,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5445 SKU-0178,P0178,701909,2807636
F00790,App-ID,App-ID capability delivered within PA-5445 SKU-0178,P0178,331362,1325451
F00791,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5445 SKU-0178,P0178,615157,2460628
F00792,IoT/OT Security,IoT/OT Security capability delivered within PA-5445 SKU-0178,P0178,24202,96810
F00793,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0178,P0178,22616,90466
F00794,Decryption,Decryption capability delivered within PA-5445 SKU-0178,P0178,11083,44335
F00795,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3440 SKU-0179,P0179,145843,583375
F00796,Advanced WildFire,Advanced WildFire capability delivered within PA-3440 SKU-0179,P0179,8267,33068
F00797,App-ID,App-ID capability delivered within PA-3440 SKU-0179,P0179,41233,164933
F00798,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3440 SKU-0179,P0179,653251,2613006
F00799,GlobalProtect,GlobalProtect capability delivered within PA-3440 SKU-0179,P0179,20135,80542
F00800,Decryption,Decryption capability delivered within CN-Series SKU-0180,P0180,11808,47232
F00801,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0180,P0180,7100,28400
F00802,App-ID,App-ID capability delivered within CN-Series SKU-0180,P0180,32601,130407
F00803,Advanced DNS Security,Advanced DNS Security capability delivered within PA-460 SKU-0181,P0181,8195,32780
F00804,App-ID,App-ID capability delivered within PA-460 SKU-0181,P0181,8944,35779
F00805,Decryption,Decryption capability delivered within PA-460 SKU-0181,P0181,6388,25555
F00806,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-460 SKU-0181,P0181,376342,1505370
F00807,IoT/OT Security,IoT/OT Security capability delivered within PA-460 SKU-0181,P0181,31152,124610
F00808,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0182,P0182,27119,108478
F00809,App-ID,App-ID capability delivered within VM-500 SKU-0182,P0182,210616,842467
F00810,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0182,P0182,7300,29203
F00811,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0182,P0182,4361,17446
F00812,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0182,P0182,483950,1935803
F00813,Decryption,Decryption capability delivered within VM-500 SKU-0182,P0182,15180,60722
F00814,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0183,P0183,469247,1876988
F00815,GlobalProtect,GlobalProtect capability delivered within PA-5445 SKU-0183,P0183,130680,522722
F00816,App-ID,App-ID capability delivered within PA-5445 SKU-0183,P0183,10665,42660
F00817,Advanced WildFire,Advanced WildFire capability delivered within PA-1410 SKU-0184,P0184,13531,54124
F00818,App-ID,App-ID capability delivered within PA-1410 SKU-0184,P0184,296878,1187512
F00819,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-1410 SKU-0184,P0184,6540,26161
F00820,Enterprise DLP,Enterprise DLP capability delivered within PA-1410 SKU-0184,P0184,461554,1846219
F00821,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-1410 SKU-0184,P0184,811249,3244997
F00822,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0185,P0185,581531,2326124
F00823,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0185,P0185,19413,77652
F00824,App-ID,App-ID capability delivered within VM-500 SKU-0185,P0185,7376,29504
F00825,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0185,P0185,292543,1170172
F00826,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0186,P0186,25100,100403
F00827,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0186,P0186,631183,2524733
F00828,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0186,P0186,453391,1813564
F00829,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0186,P0186,5150,20601
