entitlement_id,product_id,cust_id,units_purchased,licensed_amount,unit_price,arr,start_date,end_date,is_expansion
E00331,P0026,C0070,3,3,12188.5,36565.5,2025-07-01,2026-07-01,False
E00332,P0116,C0071,1083,1083,30.68,33226.44,2025-07-01,2026-07-01,False
E00333,P0057,C0071,1758,1758,49.25,86581.5,2025-07-01,2026-07-01,False
E00334,P0317,C0071,1835,1835,28.94,53104.9,2025-07-01,2026-07-01,False
E00335,P0007,C0071,28,28,13654.08,382314.24,2025-07-01,2026-07-01,False
E00336,P0482,C0071,8545,8545,96.96,828523.2,2025-07-01,2026-07-01,False
E00337,P0496,C0071,488,488,147.69,72072.72,2025-09-01,2026-09-01,False
E00338,P0267,C0071,24,24,38747.94,929950.56,2025-07-01,2026-07-01,False
E00339,P0377,C0072,1031,1031,29.47,30383.57,2025-07-01,2026-07-01,False
E00340,P0253,C0072,3,3,42143.69,126431.07,2025-07-01,2026-07-01,False
E00341,P0096,C0072,8950,8950,105.03,940018.5,2025-07-01,2026-07-01,False
E00342,P0054,C0072,26,26,41397.6,1076337.6,2025-07-01,2026-07-01,False
E00343,P0019,C0072,244,244,115.75,28243.0,2025-07-01,2026-07-01,False
E00344,P0214,C0072,14,14,33380.31,467324.34,2025-07-01,2026-07-01,False
E00345,P0432,C0072,1609,1609,33.6,54062.4,2025-07-01,2026-07-01,False
E00346,P0191,C0073,9,9,33707.28,303365.52,2025-07-01,2026-07-01,False
E00347,P0302,C0073,201,201,79.25,15929.25,2025-07-01,2026-07-01,False
E00348,P0457,C0073,1488,1488,30.63,45577.44,2025-07-01,2026-07-01,False
E00349,P0442,C0073,877,877,29.05,25476.85,2025-07-01,2026-07-01,False
E00350,P0399,C0074,8,8,21175.0,169400.0,2025-07-01,2026-07-01,False
E00351,P0132,C0074,111,111,32.37,3593.07,2025-07-01,2026-07-01,False
E00352,P0076,C0074,16,16,53693.01,859088.16,2025-07-01,2026-07-01,False
E00353,P0128,C0074,4,4,29744.04,118976.16,2025-07-01,2026-07-01,False
E00354,P0268,C0074,178,178,31.81,5662.18,2025-07-01,2026-07-01,False
E00355,P0150,C0075,200,200,146.59,29318.0,2025-07-01,2026-07-01,False
E00356,P0302,C0075,314,314,155.67,48880.38,2025-07-01,2026-07-01,False
E00357,P0143,C0075,78,78,83.69,6527.82,2025-07-01,2026-07-01,False
E00358,P0437,C0075,396,396,29.23,11575.08,2025-07-01,2026-07-01,False
E00359,P0255,C0075,1443,1443,29.17,42092.31,2025-07-01,2026-07-01,False
E00360,P0352,C0076,17,17,38388.45,652603.65,2025-07-01,2026-07-01,False
E00361,P0100,C0076,25,25,31666.19,791654.75,2025-07-01,2026-07-01,False
E00362,P0049,C0076,1711,1711,30.73,52579.03,2025-07-01,2026-07-01,False
E00363,P0481,C0076,1361,1361,34.98,47607.78,2025-07-01,2026-07-01,False
E00364,P0123,C0077,1666,1666,30.5,50813.0,2025-07-01,2026-07-01,False
E00365,P0163,C0077,4246,4246,57.74,245164.04,2025-07-01,2026-07-01,False
E00366,P0028,C0077,3489,3489,55.01,191929.89,2025-08-01,2026-08-01,False
E00367,P0086,C0077,6333,6333,52.92,335142.36,2025-07-01,2026-07-01,False
E00368,P0360,C0077,273,273,144.48,39443.04,2025-07-01,2026-07-01,False
E00369,P0425,C0078,1113,1113,79.6,88594.8,2025-09-01,2026-09-01,False
E00370,P0285,C0078,413,413,28.75,11873.75,2025-07-01,2026-07-01,False
E00371,P0160,C0078,363,363,31.46,11419.98,2025-10-01,2026-10-01,False
E00372,P0400,C0079,8015,8015,89.67,718705.05,2025-07-01,2026-07-01,False
E00373,P0156,C0079,121,121,30.85,3732.85,2025-07-01,2026-07-01,False
E00374,P0452,C0079,10,10,25943.93,259439.3,2025-07-01,2026-07-01,False
E00375,P0073,C0079,23,23,30794.52,708273.96,2025-10-01,2026-10-01,False
E00376,P0095,C0079,625,625,31.32,19575.0,2025-09-01,2026-09-01,False
E00377,P0417,C0079,18,18,46178.14,831206.52,2025-07-01,2026-07-01,False
E00378,P0139,C0079,1,1,24670.35,24670.35,2025-07-01,2026-07-01,False
E00379,P0413,C0080,18,18,8591.38,154644.84,2025-07-01,2026-07-01,False
E00380,P0298,C0080,966,966,32.83,31713.78,2025-09-01,2026-09-01,False
E00381,P0487,C0080,355,355,166.02,58937.1,2025-07-01,2026-07-01,False
E00382,P0332,C0080,26,26,29596.73,769514.98,2025-07-01,2026-07-01,False
E00383,P0483,C0081,443,443,116.27,51507.61,2025-09-01,2026-09-01,False
E00384,P0104,C0081,3498,3498,114.1,399121.8,2025-07-01,2026-07-01,False
E00385,P0059,C0081,1948,1948,31.52,61400.96,2025-07-01,2026-07-01,False
E00386,P0364,C0081,1923,1923,34.16,65689.68,2025-08-01,2026-08-01,False
E00387,P0317,C0081,408,408,33.41,13631.28,2025-07-01,2026-07-01,False
E00388,P0150,C0081,549,549,99.21,54466.29,2025-07-01,2026-07-01,False
E00389,P0046,C0082,11,11,40311.98,443431.78,2025-07-01,2026-07-01,False
E00390,P0442,C0082,775,775,28.62,22180.5,2025-07-01,2026-07-01,False
E00391,P0096,C0082,2485,2485,62.02,154119.7,2025-07-01,2026-07-01,False
E00392,P0370,C0083,1873,1873,33.32,62408.36,2025-07-01,2026-07-01,False
E00393,P0158,C0083,25,25,14604.33,365108.25,2025-07-01,2026-07-01,False
E00394,P0006,C0083,12,12,45771.55,549258.6,2025-07-01,2026-07-01,False
E00395,P0321,C0083,189,189,67.51,12759.39,2025-08-01,2026-08-01,False
E00396,P0143,C0083,190,190,69.78,13258.2,2025-07-01,2026-07-01,False
E00397,P0323,C0083,441,441,175.86,77554.26,2025-07-01,2026-07-01,False
E00398,P0036,C0083,11,11,12909.33,142002.63,2025-07-01,2026-07-01,False
E00399,P0061,C0084,11007,11007,95.17,1047536.19,2025-07-01,2026-07-01,False
E00400,P0157,C0084,592,592,98.12,58087.04,2025-08-01,2026-08-01,False
E00401,P0293,C0084,10097,10097,126.62,1278482.14,2025-07-01,2026-07-01,False
E00402,P0338,C0084,11347,11347,101.87,1155918.89,2025-07-01,2026-07-01,False
E00403,P0343,C0084,1775,1775,28.73,50995.75,2025-07-01,2026-07-01,False
E00404,P0075,C0084,1640,1640,87.28,143139.2,2025-07-01,2026-07-01,False
E00405,P0123,C0085,899,899,31.42,28246.58,2025-08-01,2026-08-01,False
E00406,P0179,C0085,13,13,41998.12,545975.56,2025-07-01,2026-07-01,False
E00407,P0145,C0086,200,200,28.73,5746.0,2025-07-01,2026-07-01,False
E00408,P0331,C0086,215,215,203.58,43769.7,2025-07-01,2026-07-01,False
E00409,P0116,C0086,1635,1635,28.73,46973.55,2025-07-01,2026-07-01,False
E00410,P0023,C0086,14,14,23308.74,326322.36,2025-07-01,2026-07-01,False
E00411,P0164,C0086,10,10,31761.48,317614.8,2025-07-01,2026-07-01,False
E00412,P0313,C0086,328,328,82.33,27004.24,2025-07-01,2026-07-01,False
E00413,P0247,C0087,816,816,31.4,25622.4,2025-07-01,2026-07-01,False
E00414,P0064,C0087,113,113,72.64,8208.32,2025-07-01,2026-07-01,False
E00415,P0006,C0087,10,10,34409.44,344094.4,2025-07-01,2026-07-01,False
E00416,P0427,C0087,4670,4670,93.15,435010.5,2025-07-01,2026-07-01,False
E00417,P0486,C0088,6600,6600,118.41,781506.0,2025-07-01,2026-07-01,False
E00418,P0439,C0088,11711,11711,69.58,814851.38,2025-07-01,2026-07-01,False
E00419,P0477,C0088,268,268,30.04,8050.72,2025-07-01,2026-07-01,False
E00420,P0100,C0088,22,22,44927.38,988402.36,2025-07-01,2026-07-01,False
E00421,P0422,C0088,18,18,14926.78,268682.04,2025-07-01,2026-07-01,False
E00422,P0150,C0088,301,301,116.98,35210.98,2025-07-01,2026-07-01,False
E00423,P0392,C0089,643,643,105.89,68087.27,2025-07-01,2026-07-01,False
E00424,P0200,C0089,8,8,33473.81,267790.48,2025-07-01,2026-07-01,False
E00425,P0008,C0089,8823,8823,119.01,1050025.23,2025-07-01,2026-07-01,False
E00426,P0437,C0089,1963,1963,31.71,62246.73,2025-07-01,2026-07-01,False
E00427,P0440,C0089,1220,1220,33.29,40613.8,2025-07-01,2026-07-01,False
E00428,P0310,C0089,862,862,33.37,28764.94,2025-07-01,2026-07-01,False
E00429,P0367,C0090,26,26,43598.31,1133556.06,2025-07-01,2026-07-01,False
E00430,P0243,C0090,6667,6667,105.59,703968.53,2025-09-01,2026-09-01,False
E00431,P0205,C0090,238,238,32.1,7639.8,2025-07-01,2026-07-01,False
E00432,P0328,C0091,4185,4185,105.08,439759.8,2025-07-01,2026-07-01,False
E00433,P0395,C0091,540,540,156.25,84375.0,2025-07-01,2026-07-01,False
E00434,P0334,C0091,293,293,108.04,31655.72,2025-07-01,2026-07-01,False
E00435,P0093,C0092,26,26,9000.83,234021.58,2025-09-01,2026-09-01,False
E00436,P0015,C0092,18,18,40401.19,727221.42,2025-10-01,2026-10-01,False
E00437,P0188,C0092,10483,10483,113.58,1190659.14,2025-07-01,2026-07-01,False
E00438,P0168,C0092,26,26,9119.45,237105.7,2025-07-01,2026-07-01,False
E00439,P0238,C0093,3299,3299,119.94,395682.06,2025-07-01,2026-07-01,False
E00440,P0214,C0093,21,21,11647.21,244591.41,2025-10-01,2026-10-01,False
E00441,P0156,C0093,1444,1444,32.85,47435.4,2025-09-01,2026-09-01,False
E00442,P0137,C0093,969,969,29.62,28701.78,2025-07-01,2026-07-01,False
E00443,P0273,C0094,471,471,212.12,99908.52,2025-07-01,2026-07-01,False
E00444,P0075,C0094,4111,4111,50.78,208756.58,2025-07-01,2026-07-01,False
E00445,P0120,C0095,2,2,47961.85,95923.7,2025-09-01,2026-09-01,False
E00446,P0106,C0095,595,595,32.51,19343.45,2025-07-01,2026-07-01,False
E00447,P0321,C0095,172,172,149.04,25634.88,2025-07-01,2026-07-01,False
E00448,P0309,C0095,9016,9016,119.33,1075879.28,2025-07-01,2026-07-01,False
E00449,P0230,C0095,26,26,26962.71,701030.46,2025-07-01,2026-07-01,False
E00450,P0434,C0096,170,170,30.18,5130.6,2025-07-01,2026-07-01,False
E00451,P0371,C0096,406,406,33.9,13763.4,2025-09-01,2026-09-01,False
E00452,P0280,C0096,7197,7197,109.86,790662.42,2025-08-01,2026-08-01,False
E00453,P0154,C0096,495,495,196.58,97307.1,2025-07-01,2026-07-01,False
E00454,P0200,C0096,2,2,53558.39,107116.78,2025-08-01,2026-08-01,False
E00455,P0157,C0096,326,326,71.28,23237.28,2025-07-01,2026-07-01,False
E00456,P0163,C0097,6804,6804,67.9,461991.6,2025-09-01,2026-09-01,False
E00457,P0449,C0097,39,39,209.28,8161.92,2025-07-01,2026-07-01,False
E00458,P0071,C0097,20,20,36565.18,731303.6,2025-08-01,2026-08-01,False
E00459,P0427,C0097,10853,10853,105.81,1148355.93,2025-07-01,2026-07-01,False
E00460,P0162,C0097,655,655,34.02,22283.1,2025-07-01,2026-07-01,False
E00461,P0038,C0097,1,1,18257.81,18257.81,2025-07-01,2026-07-01,False
E00462,P0024,C0097,25,25,54575.58,1364389.5,2025-10-01,2026-10-01,False
E00463,P0154,C0098,275,275,202.5,55687.5,2025-07-01,2026-07-01,False
E00464,P0138,C0098,7899,7899,48.32,381679.68,2025-07-01,2026-07-01,False
E00465,P0180,C0098,604,604,33.8,20415.2,2025-07-01,2026-07-01,False
E00466,P0038,C0098,26,26,49456.35,1285865.1,2025-09-01,2026-09-01,False
E00467,P0300,C0098,1927,1927,31.59,60873.93,2025-07-01,2026-07-01,False
E00468,P0388,C0099,1979,1979,33.86,67008.94,2025-07-01,2026-07-01,False
E00469,P0428,C0099,397,397,185.8,73762.6,2025-09-01,2026-09-01,False
E00470,P0350,C0099,7257,7257,56.26,408278.82,2025-07-01,2026-07-01,False
E00471,P0227,C0099,6,6,39430.48,236582.88,2025-07-01,2026-07-01,False
E00472,P0427,C0099,7277,7277,91.45,665481.65,2025-07-01,2026-07-01,False
E00473,P0072,C0100,8476,8476,90.9,770468.4,2025-07-01,2026-07-01,False
E00474,P0213,C0100,547,547,33.37,18253.39,2025-07-01,2026-07-01,False
E00475,P0475,C0017,790,790,144.92,114486.8,2026-02-01,2027-02-01,True
E00476,P0214,C0012,64,64,40985.64,2623080.96,2026-02-01,2027-02-01,True
E00477,P0344,C0033,41,41,17666.22,724315.02,2026-02-01,2027-02-01,True
E00478,P0456,C0054,43,43,33588.0,1444284.0,2026-01-01,2027-01-01,True
E00479,P0213,C0100,925,925,33.76,31228.0,2026-01-01,2027-01-01,True
E00480,P0295,C0063,3156,3156,111.5,351894.0,2025-12-01,2026-12-01,True
