consumption_id,entitlement_id,cust_id,product_id,month,consumed_units,licensed_amount
U001038,E00091,C0018,P0487,2025-09-01,125.79,249
U001039,E00091,C0018,P0487,2025-10-01,129.0,249
U001040,E00091,C0018,P0487,2025-11-01,211.48,249
U001041,E00091,C0018,P0487,2025-12-01,177.62,249
U001042,E00091,C0018,P0487,2026-01-01,191.48,249
U001043,E00091,C0018,P0487,2026-02-01,206.4,249
U001044,E00091,C0018,P0487,2026-03-01,174.26,249
U001045,E00091,C0018,P0487,2026-04-01,204.76,249
U001046,E00091,C0018,P0487,2026-05-01,132.94,249
U001047,E00091,C0018,P0487,2026-06-01,199.2,249
U001048,E00092,C0019,P0027,2025-07-01,1913.11,1341
U001049,E00092,C0019,P0027,2025-08-01,2115.91,1341
U001050,E00092,C0019,P0027,2025-09-01,1914.79,1341
U001051,E00092,C0019,P0027,2025-10-01,1931.03,1341
U001052,E00092,C0019,P0027,2025-11-01,2125.38,1341
U001053,E00092,C0019,P0027,2025-12-01,1976.04,1341
U001054,E00092,C0019,P0027,2026-01-01,2129.5,1341
U001055,E00092,C0019,P0027,2026-02-01,1694.76,1341
U001056,E00092,C0019,P0027,2026-03-01,1881.43,1341
U001057,E00092,C0019,P0027,2026-04-01,2009.99,1341
U001058,E00092,C0019,P0027,2026-05-01,1857.2,1341
U001059,E00092,C0019,P0027,2026-06-01,2202.02,1341
U001060,E00093,C0019,P0455,2025-07-01,39.83,28
U001061,E00093,C0019,P0455,2025-08-01,47.15,28
U001062,E00093,C0019,P0455,2025-09-01,45.15,28
U001063,E00093,C0019,P0455,2025-10-01,34.55,28
U001064,E00093,C0019,P0455,2025-11-01,45.68,28
U001065,E00093,C0019,P0455,2025-12-01,42.34,28
U001066,E00093,C0019,P0455,2026-01-01,39.68,28
U001067,E00093,C0019,P0455,2026-02-01,37.11,28
U001068,E00093,C0019,P0455,2026-03-01,34.37,28
U001069,E00093,C0019,P0455,2026-04-01,43.17,28
U001070,E00093,C0019,P0455,2026-05-01,43.21,28
U001071,E00093,C0019,P0455,2026-06-01,34.19,28
U001072,E00094,C0019,P0093,2025-07-01,3.1,2
U001073,E00094,C0019,P0093,2025-08-01,2.55,2
U001074,E00094,C0019,P0093,2025-09-01,3.13,2
U001075,E00094,C0019,P0093,2025-10-01,2.39,2
U001076,E00094,C0019,P0093,2025-11-01,2.56,2
U001077,E00094,C0019,P0093,2025-12-01,2.47,2
U001078,E00094,C0019,P0093,2026-01-01,2.52,2
U001079,E00094,C0019,P0093,2026-02-01,2.3,2
U001080,E00094,C0019,P0093,2026-03-01,2.78,2
U001081,E00094,C0019,P0093,2026-04-01,3.14,2
U001082,E00094,C0019,P0093,2026-05-01,2.35,2
U001083,E00094,C0019,P0093,2026-06-01,2.81,2
U001084,E00095,C0020,P0109,2025-08-01,4742.75,7770
U001085,E00095,C0020,P0109,2025-09-01,5573.44,7770
U001086,E00095,C0020,P0109,2025-10-01,6242.16,7770
U001087,E00095,C0020,P0109,2025-11-01,5764.19,7770
U001088,E00095,C0020,P0109,2025-12-01,5463.83,7770
U001089,E00095,C0020,P0109,2026-01-01,4861.69,7770
U001090,E00095,C0020,P0109,2026-02-01,4771.68,7770
U001091,E00095,C0020,P0109,2026-03-01,6366.27,7770
U001092,E00095,C0020,P0109,2026-04-01,6003.34,7770
U001093,E00095,C0020,P0109,2026-05-01,5538.75,7770
U001094,E00095,C0020,P0109,2026-06-01,5507.25,7770
U001095,E00096,C0020,P0095,2025-07-01,657.62,1095
U001096,E00096,C0020,P0095,2025-08-01,738.37,1095
U001097,E00096,C0020,P0095,2025-09-01,749.78,1095
U001098,E00096,C0020,P0095,2025-10-01,697.42,1095
U001099,E00096,C0020,P0095,2025-11-01,865.31,1095
U001100,E00096,C0020,P0095,2025-12-01,670.02,1095
U001101,E00096,C0020,P0095,2026-01-01,546.9,1095
U001102,E00096,C0020,P0095,2026-02-01,1056.22,1095
U001103,E00096,C0020,P0095,2026-03-01,729.49,1095
U001104,E00096,C0020,P0095,2026-04-01,749.23,1095
U001105,E00096,C0020,P0095,2026-05-01,876.55,1095
U001106,E00096,C0020,P0095,2026-06-01,925.14,1095
U001107,E00097,C0020,P0300,2025-08-01,254.83,521
U001108,E00097,C0020,P0300,2025-09-01,372.54,521
U001109,E00097,C0020,P0300,2025-10-01,465.12,521
U001110,E00097,C0020,P0300,2025-11-01,515.14,521
U001111,E00097,C0020,P0300,2025-12-01,337.63,521
U001112,E00097,C0020,P0300,2026-01-01,374.19,521
U001113,E00097,C0020,P0300,2026-02-01,348.04,521
U001114,E00097,C0020,P0300,2026-03-01,349.17,521
U001115,E00097,C0020,P0300,2026-04-01,391.44,521
U001116,E00097,C0020,P0300,2026-05-01,341.35,521
U001117,E00097,C0020,P0300,2026-06-01,403.47,521
U001118,E00098,C0020,P0471,2025-09-01,696.38,820
U001119,E00098,C0020,P0471,2025-10-01,607.03,820
U001120,E00098,C0020,P0471,2025-11-01,428.07,820
U001121,E00098,C0020,P0471,2025-12-01,662.55,820
U001122,E00098,C0020,P0471,2026-01-01,498.2,820
U001123,E00098,C0020,P0471,2026-02-01,414.91,820
U001124,E00098,C0020,P0471,2026-03-01,510.48,820
U001125,E00098,C0020,P0471,2026-04-01,510.11,820
U001126,E00098,C0020,P0471,2026-05-01,483.14,820
U001127,E00098,C0020,P0471,2026-06-01,548.26,820
U001128,E00099,C0021,P0113,2025-07-01,0.0,21
U001129,E00099,C0021,P0113,2025-08-01,0.0,21
U001130,E00099,C0021,P0113,2025-09-01,4.62,21
U001131,E00099,C0021,P0113,2025-10-01,10.08,21
U001132,E00099,C0021,P0113,2025-11-01,21.06,21
U001133,E00099,C0021,P0113,2025-12-01,15.39,21
U001134,E00099,C0021,P0113,2026-01-01,11.29,21
U001135,E00099,C0021,P0113,2026-02-01,18.49,21
U001136,E00099,C0021,P0113,2026-03-01,15.09,21
U001137,E00099,C0021,P0113,2026-04-01,19.37,21
U001138,E00099,C0021,P0113,2026-05-01,17.46,21
U001139,E00099,C0021,P0113,2026-06-01,17.39,21
U001140,E00100,C0021,P0211,2025-07-01,0.0,1022
U001141,E00100,C0021,P0211,2025-08-01,0.0,1022
U001142,E00100,C0021,P0211,2025-09-01,224.84,1022
U001143,E00100,C0021,P0211,2025-10-01,490.56,1022
U001144,E00100,C0021,P0211,2025-11-01,642.42,1022
U001145,E00100,C0021,P0211,2025-12-01,871.71,1022
U001146,E00100,C0021,P0211,2026-01-01,920.95,1022
U001147,E00100,C0021,P0211,2026-02-01,659.12,1022
U001148,E00100,C0021,P0211,2026-03-01,516.08,1022
U001149,E00100,C0021,P0211,2026-04-01,831.41,1022
U001150,E00100,C0021,P0211,2026-05-01,717.2,1022
U001151,E00100,C0021,P0211,2026-06-01,576.53,1022
U001152,E00101,C0021,P0332,2025-07-01,0.0,26
U001153,E00101,C0021,P0332,2025-08-01,0.0,26
U001154,E00101,C0021,P0332,2025-09-01,5.72,26
U001155,E00101,C0021,P0332,2025-10-01,12.48,26
U001156,E00101,C0021,P0332,2025-11-01,23.59,26
U001157,E00101,C0021,P0332,2025-12-01,20.58,26
U001158,E00101,C0021,P0332,2026-01-01,17.52,26
U001159,E00101,C0021,P0332,2026-02-01,17.39,26
U001160,E00101,C0021,P0332,2026-03-01,15.93,26
U001161,E00101,C0021,P0332,2026-04-01,16.52,26
U001162,E00101,C0021,P0332,2026-05-01,24.38,26
U001163,E00101,C0021,P0332,2026-06-01,18.4,26
U001164,E00102,C0021,P0381,2025-07-01,0.0,2662
U001165,E00102,C0021,P0381,2025-08-01,0.0,2662
U001166,E00102,C0021,P0381,2025-09-01,585.64,2662
U001167,E00102,C0021,P0381,2025-10-01,1277.76,2662
U001168,E00102,C0021,P0381,2025-11-01,1889.17,2662
U001169,E00102,C0021,P0381,2025-12-01,1137.52,2662
U001170,E00102,C0021,P0381,2026-01-01,1692.21,2662
U001171,E00102,C0021,P0381,2026-02-01,2062.16,2662
U001172,E00102,C0021,P0381,2026-03-01,1360.16,2662
U001173,E00102,C0021,P0381,2026-04-01,2501.43,2662
U001174,E00102,C0021,P0381,2026-05-01,1796.12,2662
U001175,E00102,C0021,P0381,2026-06-01,2199.3,2662
U001176,E00103,C0021,P0026,2025-07-01,0.0,20
U001177,E00103,C0021,P0026,2025-08-01,0.0,20
U001178,E00103,C0021,P0026,2025-09-01,4.4,20
U001179,E00103,C0021,P0026,2025-10-01,9.6,20
U001180,E00103,C0021,P0026,2025-11-01,17.91,20
U001181,E00103,C0021,P0026,2025-12-01,11.21,20
U001182,E00103,C0021,P0026,2026-01-01,13.66,20
U001183,E00103,C0021,P0026,2026-02-01,16.82,20
U001184,E00103,C0021,P0026,2026-03-01,12.13,20
U001185,E00103,C0021,P0026,2026-04-01,12.03,20
U001186,E00103,C0021,P0026,2026-05-01,14.11,20
U001187,E00103,C0021,P0026,2026-06-01,14.99,20
U001188,E00104,C0021,P0049,2025-07-01,0.0,1298
U001189,E00104,C0021,P0049,2025-08-01,0.0,1298
U001190,E00104,C0021,P0049,2025-09-01,285.56,1298
U001191,E00104,C0021,P0049,2025-10-01,623.04,1298
U001192,E00104,C0021,P0049,2025-11-01,1017.41,1298
U001193,E00104,C0021,P0049,2025-12-01,809.73,1298
U001194,E00104,C0021,P0049,2026-01-01,678.61,1298
U001195,E00104,C0021,P0049,2026-02-01,1236.72,1298
U001196,E00104,C0021,P0049,2026-03-01,874.79,1298
U001197,E00104,C0021,P0049,2026-04-01,843.43,1298
U001198,E00104,C0021,P0049,2026-05-01,732.81,1298
U001199,E00104,C0021,P0049,2026-06-01,1004.81,1298
U001200,E00105,C0022,P0488,2025-10-01,8033.45,11744
U001201,E00105,C0022,P0488,2025-11-01,10661.22,11744
U001202,E00105,C0022,P0488,2025-12-01,11360.01,11744
U001203,E00105,C0022,P0488,2026-01-01,8195.84,11744
U001204,E00105,C0022,P0488,2026-02-01,9439.5,11744
U001205,E00105,C0022,P0488,2026-03-01,9065.89,11744
U001206,E00105,C0022,P0488,2026-04-01,7415.41,11744
U001207,E00105,C0022,P0488,2026-05-01,7077.16,11744
U001208,E00105,C0022,P0488,2026-06-01,8923.48,11744
U001209,E00106,C0022,P0062,2025-07-01,4785.5,7139
U001210,E00106,C0022,P0062,2025-08-01,5894.26,7139
U001211,E00106,C0022,P0062,2025-09-01,5968.96,7139
U001212,E00106,C0022,P0062,2025-10-01,5353.83,7139
U001213,E00106,C0022,P0062,2025-11-01,4883.59,7139
U001214,E00106,C0022,P0062,2025-12-01,4896.77,7139
U001215,E00106,C0022,P0062,2026-01-01,5633.1,7139
U001216,E00106,C0022,P0062,2026-02-01,3794.91,7139
U001217,E00106,C0022,P0062,2026-03-01,4358.35,7139
U001218,E00106,C0022,P0062,2026-04-01,5100.67,7139
U001219,E00106,C0022,P0062,2026-05-01,5590.52,7139
U001220,E00106,C0022,P0062,2026-06-01,6264.92,7139
U001221,E00107,C0022,P0398,2025-07-01,5.92,8
U001222,E00107,C0022,P0398,2025-08-01,7.25,8
U001223,E00107,C0022,P0398,2025-09-01,4.72,8
U001224,E00107,C0022,P0398,2025-10-01,5.04,8
U001225,E00107,C0022,P0398,2025-11-01,6.26,8
U001226,E00107,C0022,P0398,2025-12-01,6.57,8
U001227,E00107,C0022,P0398,2026-01-01,7.66,8
U001228,E00107,C0022,P0398,2026-02-01,4.72,8
U001229,E00107,C0022,P0398,2026-03-01,5.57,8
U001230,E00107,C0022,P0398,2026-04-01,5.22,8
U001231,E00107,C0022,P0398,2026-05-01,3.81,8
U001232,E00107,C0022,P0398,2026-06-01,5.75,8
U001233,E00108,C0022,P0116,2025-07-01,293.15,408
U001234,E00108,C0022,P0116,2025-08-01,251.94,408
U001235,E00108,C0022,P0116,2025-09-01,286.28,408
U001236,E00108,C0022,P0116,2025-10-01,290.64,408
U001237,E00108,C0022,P0116,2025-11-01,208.32,408
U001238,E00108,C0022,P0116,2025-12-01,281.35,408
U001239,E00108,C0022,P0116,2026-01-01,194.92,408
U001240,E00108,C0022,P0116,2026-02-01,295.83,408
U001241,E00108,C0022,P0116,2026-03-01,230.32,408
U001242,E00108,C0022,P0116,2026-04-01,355.48,408
U001243,E00108,C0022,P0116,2026-05-01,161.78,408
U001244,E00108,C0022,P0116,2026-06-01,371.64,408
U001245,E00109,C0022,P0079,2025-07-01,2.39,4
U001246,E00109,C0022,P0079,2025-08-01,3.4,4
U001247,E00109,C0022,P0079,2025-09-01,2.89,4
U001248,E00109,C0022,P0079,2025-10-01,3.49,4
U001249,E00109,C0022,P0079,2025-11-01,2.73,4
U001250,E00109,C0022,P0079,2025-12-01,3.41,4
U001251,E00109,C0022,P0079,2026-01-01,3.03,4
U001252,E00109,C0022,P0079,2026-02-01,2.35,4
U001253,E00109,C0022,P0079,2026-03-01,2.57,4
U001254,E00109,C0022,P0079,2026-04-01,3.9,4
U001255,E00109,C0022,P0079,2026-05-01,3.01,4
U001256,E00109,C0022,P0079,2026-06-01,2.68,4
U001257,E00110,C0022,P0256,2025-07-01,697.52,1060
U001258,E00110,C0022,P0256,2025-08-01,708.97,1060
U001259,E00110,C0022,P0256,2025-09-01,715.17,1060
U001260,E00110,C0022,P0256,2025-10-01,772.33,1060
U001261,E00110,C0022,P0256,2025-11-01,653.95,1060
U001262,E00110,C0022,P0256,2025-12-01,929.0,1060
U001263,E00110,C0022,P0256,2026-01-01,706.15,1060
U001264,E00110,C0022,P0256,2026-02-01,968.42,1060
U001265,E00110,C0022,P0256,2026-03-01,656.96,1060
U001266,E00110,C0022,P0256,2026-04-01,701.63,1060
U001267,E00110,C0022,P0256,2026-05-01,620.6,1060
U001268,E00110,C0022,P0256,2026-06-01,800.24,1060
U001269,E00111,C0023,P0408,2025-08-01,2935.6,821
U001270,E00111,C0023,P0408,2025-09-01,3133.75,821
U001271,E00111,C0023,P0408,2025-10-01,2428.5,821
U001272,E00111,C0023,P0408,2025-11-01,0.0,821
U001273,E00111,C0023,P0408,2025-12-01,0.0,821
U001274,E00111,C0023,P0408,2026-01-01,0.0,821
U001275,E00111,C0023,P0408,2026-02-01,0.0,821
U001276,E00111,C0023,P0408,2026-03-01,0.0,821
U001277,E00111,C0023,P0408,2026-04-01,0.0,821
U001278,E00111,C0023,P0408,2026-05-01,0.0,821
U001279,E00111,C0023,P0408,2026-06-01,0.0,821
U001280,E00112,C0023,P0178,2025-07-01,108.7,29
U001281,E00112,C0023,P0178,2025-08-01,105.05,29
U001282,E00112,C0023,P0178,2025-09-01,98.53,29
U001283,E00112,C0023,P0178,2025-10-01,0.0,29
U001284,E00112,C0023,P0178,2025-11-01,0.0,29
U001285,E00112,C0023,P0178,2025-12-01,0.0,29
U001286,E00112,C0023,P0178,2026-01-01,0.0,29
U001287,E00112,C0023,P0178,2026-02-01,0.0,29
U001288,E00112,C0023,P0178,2026-03-01,0.0,29
U001289,E00112,C0023,P0178,2026-04-01,0.0,29
U001290,E00112,C0023,P0178,2026-05-01,0.0,29
U001291,E00112,C0023,P0178,2026-06-01,0.0,29
U001292,E00113,C0023,P0187,2025-07-01,10476.49,3659
U001293,E00113,C0023,P0187,2025-08-01,14370.54,3659
U001294,E00113,C0023,P0187,2025-09-01,11317.3,3659
U001295,E00113,C0023,P0187,2025-10-01,0.0,3659
U001296,E00113,C0023,P0187,2025-11-01,0.0,3659
U001297,E00113,C0023,P0187,2025-12-01,0.0,3659
U001298,E00113,C0023,P0187,2026-01-01,0.0,3659
U001299,E00113,C0023,P0187,2026-02-01,0.0,3659
U001300,E00113,C0023,P0187,2026-03-01,0.0,3659
U001301,E00113,C0023,P0187,2026-04-01,0.0,3659
U001302,E00113,C0023,P0187,2026-05-01,0.0,3659
U001303,E00113,C0023,P0187,2026-06-01,0.0,3659
U001304,E00114,C0023,P0221,2025-07-01,4448.91,1235
U001305,E00114,C0023,P0221,2025-08-01,5244.33,1235
U001306,E00114,C0023,P0221,2025-09-01,4503.65,1235
U001307,E00114,C0023,P0221,2025-10-01,0.0,1235
U001308,E00114,C0023,P0221,2025-11-01,0.0,1235
U001309,E00114,C0023,P0221,2025-12-01,0.0,1235
U001310,E00114,C0023,P0221,2026-01-01,0.0,1235
U001311,E00114,C0023,P0221,2026-02-01,0.0,1235
U001312,E00114,C0023,P0221,2026-03-01,0.0,1235
U001313,E00114,C0023,P0221,2026-04-01,0.0,1235
U001314,E00114,C0023,P0221,2026-05-01,0.0,1235
U001315,E00114,C0023,P0221,2026-06-01,0.0,1235
U001316,E00115,C0023,P0014,2025-09-01,458.93,132
U001317,E00115,C0023,P0014,2025-10-01,411.88,132
U001318,E00115,C0023,P0014,2025-11-01,541.28,132
U001319,E00115,C0023,P0014,2025-12-01,0.0,132
U001320,E00115,C0023,P0014,2026-01-01,0.0,132
U001321,E00115,C0023,P0014,2026-02-01,0.0,132
U001322,E00115,C0023,P0014,2026-03-01,0.0,132
U001323,E00115,C0023,P0014,2026-04-01,0.0,132
U001324,E00115,C0023,P0014,2026-05-01,0.0,132
U001325,E00115,C0023,P0014,2026-06-01,0.0,132
U001326,E00116,C0023,P0450,2025-07-01,1455.16,473
U001327,E00116,C0023,P0450,2025-08-01,1680.99,473
U001328,E00116,C0023,P0450,2025-09-01,1627.22,473
U001329,E00116,C0023,P0450,2025-10-01,0.0,473
U001330,E00116,C0023,P0450,2025-11-01,0.0,473
U001331,E00116,C0023,P0450,2025-12-01,0.0,473
U001332,E00116,C0023,P0450,2026-01-01,0.0,473
U001333,E00116,C0023,P0450,2026-02-01,0.0,473
U001334,E00116,C0023,P0450,2026-03-01,0.0,473
U001335,E00116,C0023,P0450,2026-04-01,0.0,473
U001336,E00116,C0023,P0450,2026-05-01,0.0,473
U001337,E00116,C0023,P0450,2026-06-01,0.0,473
U001338,E00117,C0024,P0487,2025-07-01,424.78,594
U001339,E00117,C0024,P0487,2025-08-01,317.47,594
U001340,E00117,C0024,P0487,2025-09-01,587.89,594
U001341,E00117,C0024,P0487,2025-10-01,538.53,594
U001342,E00117,C0024,P0487,2025-11-01,522.17,594
U001343,E00117,C0024,P0487,2025-12-01,434.25,594
U001344,E00117,C0024,P0487,2026-01-01,488.86,594
U001345,E00117,C0024,P0487,2026-02-01,447.3,594
U001346,E00117,C0024,P0487,2026-03-01,424.02,594
U001347,E00117,C0024,P0487,2026-04-01,364.59,594
U001348,E00117,C0024,P0487,2026-05-01,451.75,594
U001349,E00117,C0024,P0487,2026-06-01,480.57,594
U001350,E00118,C0024,P0113,2025-07-01,14.91,25
U001351,E00118,C0024,P0113,2025-08-01,17.9,25
U001352,E00118,C0024,P0113,2025-09-01,17.09,25
U001353,E00118,C0024,P0113,2025-10-01,17.63,25
U001354,E00118,C0024,P0113,2025-11-01,15.6,25
U001355,E00118,C0024,P0113,2025-12-01,21.95,25
U001356,E00118,C0024,P0113,2026-01-01,17.85,25
U001357,E00118,C0024,P0113,2026-02-01,15.77,25
U001358,E00118,C0024,P0113,2026-03-01,22.75,25
U001359,E00118,C0024,P0113,2026-04-01,19.88,25
U001360,E00118,C0024,P0113,2026-05-01,21.12,25
U001361,E00118,C0024,P0113,2026-06-01,20.11,25
U001362,E00119,C0024,P0106,2025-07-01,190.48,268
U001363,E00119,C0024,P0106,2025-08-01,199.75,268
U001364,E00119,C0024,P0106,2025-09-01,159.76,268
U001365,E00119,C0024,P0106,2025-10-01,175.47,268
U001366,E00119,C0024,P0106,2025-11-01,184.53,268
U001367,E00119,C0024,P0106,2025-12-01,159.66,268
U001368,E00119,C0024,P0106,2026-01-01,144.55,268
U001369,E00119,C0024,P0106,2026-02-01,251.64,268
U001370,E00119,C0024,P0106,2026-03-01,174.22,268
U001371,E00119,C0024,P0106,2026-04-01,181.21,268
U001372,E00119,C0024,P0106,2026-05-01,129.95,268
U001373,E00119,C0024,P0106,2026-06-01,242.3,268
U001374,E00120,C0024,P0317,2025-07-01,1196.33,1589
U001375,E00120,C0024,P0317,2025-08-01,932.13,1589
U001376,E00120,C0024,P0317,2025-09-01,1001.24,1589
U001377,E00120,C0024,P0317,2025-10-01,851.05,1589
U001378,E00120,C0024,P0317,2025-11-01,1117.28,1589
U001379,E00120,C0024,P0317,2025-12-01,1039.88,1589
U001380,E00120,C0024,P0317,2026-01-01,1627.99,1589
U001381,E00120,C0024,P0317,2026-02-01,953.07,1589
U001382,E00120,C0024,P0317,2026-03-01,1087.93,1589
U001383,E00120,C0024,P0317,2026-04-01,894.94,1589
U001384,E00120,C0024,P0317,2026-05-01,1329.81,1589
U001385,E00120,C0024,P0317,2026-06-01,1041.82,1589
U001386,E00121,C0024,P0036,2025-07-01,4.83,9
U001387,E00121,C0024,P0036,2025-08-01,4.12,9
U001388,E00121,C0024,P0036,2025-09-01,5.74,9
U001389,E00121,C0024,P0036,2025-10-01,10.25,9
U001390,E00121,C0024,P0036,2025-11-01,5.64,9
U001391,E00121,C0024,P0036,2025-12-01,6.67,9
U001392,E00121,C0024,P0036,2026-01-01,5.88,9
U001393,E00121,C0024,P0036,2026-02-01,6.59,9
U001394,E00121,C0024,P0036,2026-03-01,7.06,9
U001395,E00121,C0024,P0036,2026-04-01,4.26,9
U001396,E00121,C0024,P0036,2026-05-01,5.99,9
U001397,E00121,C0024,P0036,2026-06-01,6.32,9
U001398,E00122,C0024,P0267,2025-10-01,15.43,20
U001399,E00122,C0024,P0267,2025-11-01,14.55,20
U001400,E00122,C0024,P0267,2025-12-01,9.26,20
U001401,E00122,C0024,P0267,2026-01-01,16.77,20
U001402,E00122,C0024,P0267,2026-02-01,11.43,20
U001403,E00122,C0024,P0267,2026-03-01,17.73,20
U001404,E00122,C0024,P0267,2026-04-01,12.87,20
U001405,E00122,C0024,P0267,2026-05-01,13.59,20
U001406,E00122,C0024,P0267,2026-06-01,15.84,20
U001407,E00123,C0025,P0034,2025-08-01,3994.89,7013
U001408,E00123,C0025,P0034,2025-09-01,5455.84,7013
U001409,E00123,C0025,P0034,2025-10-01,5353.92,7013
U001410,E00123,C0025,P0034,2025-11-01,6250.55,7013
U001411,E00123,C0025,P0034,2025-12-01,5027.88,7013
U001412,E00123,C0025,P0034,2026-01-01,6330.09,7013
U001413,E00123,C0025,P0034,2026-02-01,5231.09,7013
U001414,E00123,C0025,P0034,2026-03-01,5887.68,7013
U001415,E00123,C0025,P0034,2026-04-01,5416.61,7013
U001416,E00123,C0025,P0034,2026-05-01,3698.75,7013
U001417,E00123,C0025,P0034,2026-06-01,3785.56,7013
U001418,E00124,C0025,P0308,2025-08-01,0.97,2
U001419,E00124,C0025,P0308,2025-09-01,2.0,2
U001420,E00124,C0025,P0308,2025-10-01,1.4,2
U001421,E00124,C0025,P0308,2025-11-01,1.03,2
U001422,E00124,C0025,P0308,2025-12-01,1.55,2
U001423,E00124,C0025,P0308,2026-01-01,1.1,2
U001424,E00124,C0025,P0308,2026-02-01,1.33,2
U001425,E00124,C0025,P0308,2026-03-01,1.65,2
U001426,E00124,C0025,P0308,2026-04-01,1.74,2
U001427,E00124,C0025,P0308,2026-05-01,1.57,2
U001428,E00124,C0025,P0308,2026-06-01,1.32,2
U001429,E00125,C0025,P0141,2025-10-01,22.16,24
U001430,E00125,C0025,P0141,2025-11-01,18.63,24
U001431,E00125,C0025,P0141,2025-12-01,20.29,24
U001432,E00125,C0025,P0141,2026-01-01,16.24,24
U001433,E00125,C0025,P0141,2026-02-01,17.9,24
U001434,E00125,C0025,P0141,2026-03-01,14.13,24
U001435,E00125,C0025,P0141,2026-04-01,17.1,24
U001436,E00125,C0025,P0141,2026-05-01,17.25,24
U001437,E00125,C0025,P0141,2026-06-01,11.57,24
U001438,E00126,C0025,P0250,2025-10-01,1134.75,1901
U001439,E00126,C0025,P0250,2025-11-01,1178.09,1901
U001440,E00126,C0025,P0250,2025-12-01,1045.36,1901
U001441,E00126,C0025,P0250,2026-01-01,1011.06,1901
U001442,E00126,C0025,P0250,2026-02-01,1226.0,1901
U001443,E00126,C0025,P0250,2026-03-01,1544.69,1901
U001444,E00126,C0025,P0250,2026-04-01,1116.4,1901
U001445,E00126,C0025,P0250,2026-05-01,1166.78,1901
U001446,E00126,C0025,P0250,2026-06-01,1539.37,1901
U001447,E00127,C0026,P0319,2025-07-01,2915.01,1941
U001448,E00127,C0026,P0319,2025-08-01,2604.83,1941
U001449,E00127,C0026,P0319,2025-09-01,2626.64,1941
U001450,E00127,C0026,P0319,2025-10-01,2358.51,1941
U001451,E00127,C0026,P0319,2025-11-01,2597.6,1941
U001452,E00127,C0026,P0319,2025-12-01,2686.22,1941
U001453,E00127,C0026,P0319,2026-01-01,2956.64,1941
U001454,E00127,C0026,P0319,2026-02-01,2699.25,1941
U001455,E00127,C0026,P0319,2026-03-01,3034.9,1941
U001456,E00127,C0026,P0319,2026-04-01,2794.79,1941
U001457,E00127,C0026,P0319,2026-05-01,2421.6,1941
U001458,E00127,C0026,P0319,2026-06-01,2443.88,1941
U001459,E00128,C0026,P0375,2025-07-01,537.28,341
U001460,E00128,C0026,P0375,2025-08-01,476.7,341
U001461,E00128,C0026,P0375,2025-09-01,401.18,341
U001462,E00128,C0026,P0375,2025-10-01,499.33,341
U001463,E00128,C0026,P0375,2025-11-01,463.68,341
U001464,E00128,C0026,P0375,2025-12-01,494.47,341
U001465,E00128,C0026,P0375,2026-01-01,521.67,341
U001466,E00128,C0026,P0375,2026-02-01,471.39,341
U001467,E00128,C0026,P0375,2026-03-01,486.33,341
U001468,E00128,C0026,P0375,2026-04-01,510.95,341
U001469,E00128,C0026,P0375,2026-05-01,507.72,341
U001470,E00128,C0026,P0375,2026-06-01,434.49,341
U001471,E00129,C0026,P0141,2025-07-01,4.75,3
U001472,E00129,C0026,P0141,2025-08-01,4.15,3
U001473,E00129,C0026,P0141,2025-09-01,3.88,3
U001474,E00129,C0026,P0141,2025-10-01,3.41,3
U001475,E00129,C0026,P0141,2025-11-01,3.9,3
U001476,E00129,C0026,P0141,2025-12-01,4.36,3
U001477,E00129,C0026,P0141,2026-01-01,4.3,3
U001478,E00129,C0026,P0141,2026-02-01,4.96,3
U001479,E00129,C0026,P0141,2026-03-01,3.63,3
U001480,E00129,C0026,P0141,2026-04-01,3.72,3
U001481,E00129,C0026,P0141,2026-05-01,4.42,3
U001482,E00129,C0026,P0141,2026-06-01,3.93,3
U001483,E00130,C0027,P0051,2025-08-01,1012.96,1194
U001484,E00130,C0027,P0051,2025-09-01,807.06,1194
U001485,E00130,C0027,P0051,2025-10-01,877.85,1194
U001486,E00130,C0027,P0051,2025-11-01,731.28,1194
U001487,E00130,C0027,P0051,2025-12-01,869.55,1194
U001488,E00130,C0027,P0051,2026-01-01,794.79,1194
U001489,E00130,C0027,P0051,2026-02-01,864.3,1194
U001490,E00130,C0027,P0051,2026-03-01,911.61,1194
U001491,E00130,C0027,P0051,2026-04-01,810.17,1194
U001492,E00130,C0027,P0051,2026-05-01,829.72,1194
U001493,E00130,C0027,P0051,2026-06-01,774.45,1194
U001494,E00131,C0027,P0313,2025-07-01,271.3,429
U001495,E00131,C0027,P0313,2025-08-01,197.38,429
U001496,E00131,C0027,P0313,2025-09-01,328.82,429
U001497,E00131,C0027,P0313,2025-10-01,370.03,429
U001498,E00131,C0027,P0313,2025-11-01,288.79,429
U001499,E00131,C0027,P0313,2025-12-01,291.18,429
U001500,E00131,C0027,P0313,2026-01-01,239.35,429
U001501,E00131,C0027,P0313,2026-02-01,262.29,429
U001502,E00131,C0027,P0313,2026-03-01,348.63,429
U001503,E00131,C0027,P0313,2026-04-01,299.47,429
U001504,E00131,C0027,P0313,2026-05-01,361.62,429
U001505,E00131,C0027,P0313,2026-06-01,312.09,429
U001506,E00132,C0027,P0033,2025-07-01,867.2,1056
U001507,E00132,C0027,P0033,2025-08-01,725.23,1056
U001508,E00132,C0027,P0033,2025-09-01,818.93,1056
