adoption_id,cust_id,entitlement_id,product_id,feature_id,month,usage_events
A0001125,C0006,E00024,P0299,F01351,2025-09-01,669472
A0001126,C0006,E00024,P0299,F01351,2025-10-01,347635
A0001127,C0006,E00024,P0299,F01351,2025-11-01,310930
A0001128,C0006,E00024,P0299,F01351,2025-12-01,1170040
A0001129,C0006,E00024,P0299,F01351,2026-01-01,1164255
A0001130,C0006,E00024,P0299,F01351,2026-02-01,594016
A0001131,C0006,E00024,P0299,F01351,2026-03-01,1025108
A0001132,C0006,E00024,P0299,F01351,2026-04-01,475971
A0001133,C0006,E00024,P0299,F01351,2026-05-01,654266
A0001134,C0006,E00024,P0299,F01351,2026-06-01,938590
A0001135,C0006,E00024,P0299,F01352,2025-07-01,0
A0001136,C0006,E00024,P0299,F01352,2025-08-01,0
A0001137,C0006,E00024,P0299,F01352,2025-09-01,0
A0001138,C0006,E00024,P0299,F01352,2025-10-01,0
A0001139,C0006,E00024,P0299,F01352,2025-11-01,51899
A0001140,C0006,E00024,P0299,F01352,2025-12-01,58962
A0001141,C0006,E00024,P0299,F01352,2026-01-01,97824
A0001142,C0006,E00024,P0299,F01352,2026-02-01,93633
A0001143,C0006,E00024,P0299,F01352,2026-03-01,37177
A0001144,C0006,E00024,P0299,F01352,2026-04-01,118598
A0001145,C0006,E00024,P0299,F01352,2026-05-01,97609
A0001146,C0006,E00024,P0299,F01352,2026-06-01,42686
A0001147,C0006,E00024,P0299,F01353,2025-07-01,0
A0001148,C0006,E00024,P0299,F01353,2025-08-01,0
A0001149,C0006,E00024,P0299,F01353,2025-09-01,0
A0001150,C0006,E00024,P0299,F01353,2025-10-01,0
A0001151,C0006,E00024,P0299,F01353,2025-11-01,0
A0001152,C0006,E00024,P0299,F01353,2025-12-01,16249
A0001153,C0006,E00024,P0299,F01353,2026-01-01,17930
A0001154,C0006,E00024,P0299,F01353,2026-02-01,21043
A0001155,C0006,E00024,P0299,F01353,2026-03-01,29025
A0001156,C0006,E00024,P0299,F01353,2026-04-01,22508
A0001157,C0006,E00024,P0299,F01353,2026-05-01,20909
A0001158,C0006,E00024,P0299,F01353,2026-06-01,16789
A0001159,C0006,E00024,P0299,F01354,2025-07-01,0
A0001160,C0006,E00024,P0299,F01354,2025-08-01,0
A0001161,C0006,E00024,P0299,F01354,2025-09-01,0
A0001162,C0006,E00024,P0299,F01354,2025-10-01,31324
A0001163,C0006,E00024,P0299,F01354,2025-11-01,28284
A0001164,C0006,E00024,P0299,F01354,2025-12-01,31531
A0001165,C0006,E00024,P0299,F01354,2026-01-01,32908
A0001166,C0006,E00024,P0299,F01354,2026-02-01,16735
A0001167,C0006,E00024,P0299,F01354,2026-03-01,16782
A0001168,C0006,E00024,P0299,F01354,2026-04-01,24025
A0001169,C0006,E00024,P0299,F01354,2026-05-01,17751
A0001170,C0006,E00024,P0299,F01354,2026-06-01,23686
A0001171,C0006,E00024,P0299,F01355,2025-07-01,0
A0001172,C0006,E00024,P0299,F01355,2025-08-01,0
A0001173,C0006,E00024,P0299,F01355,2025-09-01,0
A0001174,C0006,E00024,P0299,F01355,2025-10-01,0
A0001175,C0006,E00024,P0299,F01355,2025-11-01,0
A0001176,C0006,E00024,P0299,F01355,2025-12-01,66172
A0001177,C0006,E00024,P0299,F01355,2026-01-01,24041
A0001178,C0006,E00024,P0299,F01355,2026-02-01,24592
A0001179,C0006,E00024,P0299,F01355,2026-03-01,54893
A0001180,C0006,E00024,P0299,F01355,2026-04-01,25779
A0001181,C0006,E00024,P0299,F01355,2026-05-01,62477
A0001182,C0006,E00024,P0299,F01355,2026-06-01,66023
A0001183,C0006,E00024,P0299,F01356,2025-07-01,0
A0001184,C0006,E00024,P0299,F01356,2025-08-01,0
A0001185,C0006,E00024,P0299,F01356,2025-09-01,0
A0001186,C0006,E00024,P0299,F01356,2025-10-01,0
A0001187,C0006,E00024,P0299,F01356,2025-11-01,0
A0001188,C0006,E00024,P0299,F01356,2025-12-01,0
A0001189,C0006,E00024,P0299,F01356,2026-01-01,0
A0001190,C0006,E00024,P0299,F01356,2026-02-01,3495629
A0001191,C0006,E00024,P0299,F01356,2026-03-01,3854130
A0001192,C0006,E00024,P0299,F01356,2026-04-01,1871268
A0001193,C0006,E00024,P0299,F01356,2026-05-01,1053105
A0001194,C0006,E00024,P0299,F01356,2026-06-01,1241873
A0001195,C0006,E00025,P0061,F00276,2025-08-01,0
A0001196,C0006,E00025,P0061,F00276,2025-09-01,41631
A0001197,C0006,E00025,P0061,F00276,2025-10-01,38137
A0001198,C0006,E00025,P0061,F00276,2025-11-01,70501
A0001199,C0006,E00025,P0061,F00276,2025-12-01,44585
A0001200,C0006,E00025,P0061,F00276,2026-01-01,63094
A0001201,C0006,E00025,P0061,F00276,2026-02-01,70706
A0001202,C0006,E00025,P0061,F00276,2026-03-01,50906
A0001203,C0006,E00025,P0061,F00276,2026-04-01,34251
A0001204,C0006,E00025,P0061,F00276,2026-05-01,81138
A0001205,C0006,E00025,P0061,F00276,2026-06-01,27234
A0001206,C0006,E00025,P0061,F00277,2025-08-01,0
A0001207,C0006,E00025,P0061,F00277,2025-09-01,0
A0001208,C0006,E00025,P0061,F00277,2025-10-01,0
A0001209,C0006,E00025,P0061,F00277,2025-11-01,0
A0001210,C0006,E00025,P0061,F00277,2025-12-01,0
A0001211,C0006,E00025,P0061,F00277,2026-01-01,0
A0001212,C0006,E00025,P0061,F00277,2026-02-01,0
A0001213,C0006,E00025,P0061,F00277,2026-03-01,0
A0001214,C0006,E00025,P0061,F00277,2026-04-01,0
A0001215,C0006,E00025,P0061,F00277,2026-05-01,0
A0001216,C0006,E00025,P0061,F00277,2026-06-01,0
A0001217,C0006,E00025,P0061,F00278,2025-08-01,0
A0001218,C0006,E00025,P0061,F00278,2025-09-01,0
A0001219,C0006,E00025,P0061,F00278,2025-10-01,0
A0001220,C0006,E00025,P0061,F00278,2025-11-01,0
A0001221,C0006,E00025,P0061,F00278,2025-12-01,0
A0001222,C0006,E00025,P0061,F00278,2026-01-01,0
A0001223,C0006,E00025,P0061,F00278,2026-02-01,0
A0001224,C0006,E00025,P0061,F00278,2026-03-01,0
A0001225,C0006,E00025,P0061,F00278,2026-04-01,341816
A0001226,C0006,E00025,P0061,F00278,2026-05-01,595278
A0001227,C0006,E00025,P0061,F00278,2026-06-01,292382
A0001228,C0006,E00025,P0061,F00279,2025-08-01,0
A0001229,C0006,E00025,P0061,F00279,2025-09-01,132157
A0001230,C0006,E00025,P0061,F00279,2025-10-01,82931
A0001231,C0006,E00025,P0061,F00279,2025-11-01,159338
A0001232,C0006,E00025,P0061,F00279,2025-12-01,90672
A0001233,C0006,E00025,P0061,F00279,2026-01-01,118490
A0001234,C0006,E00025,P0061,F00279,2026-02-01,66071
A0001235,C0006,E00025,P0061,F00279,2026-03-01,125890
A0001236,C0006,E00025,P0061,F00279,2026-04-01,103498
A0001237,C0006,E00025,P0061,F00279,2026-05-01,81514
A0001238,C0006,E00025,P0061,F00279,2026-06-01,82241
A0001239,C0006,E00025,P0061,F00280,2025-08-01,149800
A0001240,C0006,E00025,P0061,F00280,2025-09-01,95218
A0001241,C0006,E00025,P0061,F00280,2025-10-01,38490
A0001242,C0006,E00025,P0061,F00280,2025-11-01,133183
A0001243,C0006,E00025,P0061,F00280,2025-12-01,152121
A0001244,C0006,E00025,P0061,F00280,2026-01-01,101047
A0001245,C0006,E00025,P0061,F00280,2026-02-01,97203
A0001246,C0006,E00025,P0061,F00280,2026-03-01,142724
A0001247,C0006,E00025,P0061,F00280,2026-04-01,153021
A0001248,C0006,E00025,P0061,F00280,2026-05-01,164657
A0001249,C0006,E00025,P0061,F00280,2026-06-01,83042
A0001250,C0006,E00025,P0061,F00281,2025-08-01,0
A0001251,C0006,E00025,P0061,F00281,2025-09-01,0
A0001252,C0006,E00025,P0061,F00281,2025-10-01,0
A0001253,C0006,E00025,P0061,F00281,2025-11-01,0
A0001254,C0006,E00025,P0061,F00281,2025-12-01,0
A0001255,C0006,E00025,P0061,F00281,2026-01-01,0
A0001256,C0006,E00025,P0061,F00281,2026-02-01,74954
A0001257,C0006,E00025,P0061,F00281,2026-03-01,68601
A0001258,C0006,E00025,P0061,F00281,2026-04-01,78591
A0001259,C0006,E00025,P0061,F00281,2026-05-01,59074
A0001260,C0006,E00025,P0061,F00281,2026-06-01,44120
A0001261,C0007,E00026,P0033,F00150,2025-07-01,0
A0001262,C0007,E00026,P0033,F00150,2025-08-01,35888
A0001263,C0007,E00026,P0033,F00150,2025-09-01,41046
A0001264,C0007,E00026,P0033,F00150,2025-10-01,30295
A0001265,C0007,E00026,P0033,F00150,2025-11-01,38272
A0001266,C0007,E00026,P0033,F00150,2025-12-01,43326
A0001267,C0007,E00026,P0033,F00150,2026-01-01,30460
A0001268,C0007,E00026,P0033,F00150,2026-02-01,41016
A0001269,C0007,E00026,P0033,F00150,2026-03-01,40738
A0001270,C0007,E00026,P0033,F00150,2026-04-01,33317
A0001271,C0007,E00026,P0033,F00150,2026-05-01,40383
A0001272,C0007,E00026,P0033,F00150,2026-06-01,37408
A0001273,C0007,E00026,P0033,F00151,2025-07-01,0
A0001274,C0007,E00026,P0033,F00151,2025-08-01,20867
A0001275,C0007,E00026,P0033,F00151,2025-09-01,25220
A0001276,C0007,E00026,P0033,F00151,2025-10-01,20777
A0001277,C0007,E00026,P0033,F00151,2025-11-01,26435
A0001278,C0007,E00026,P0033,F00151,2025-12-01,18335
A0001279,C0007,E00026,P0033,F00151,2026-01-01,20262
A0001280,C0007,E00026,P0033,F00151,2026-02-01,21194
A0001281,C0007,E00026,P0033,F00151,2026-03-01,23927
A0001282,C0007,E00026,P0033,F00151,2026-04-01,18783
A0001283,C0007,E00026,P0033,F00151,2026-05-01,16843
A0001284,C0007,E00026,P0033,F00151,2026-06-01,26956
A0001285,C0007,E00026,P0033,F00152,2025-07-01,0
A0001286,C0007,E00026,P0033,F00152,2025-08-01,0
A0001287,C0007,E00026,P0033,F00152,2025-09-01,0
A0001288,C0007,E00026,P0033,F00152,2025-10-01,0
A0001289,C0007,E00026,P0033,F00152,2025-11-01,0
A0001290,C0007,E00026,P0033,F00152,2025-12-01,0
A0001291,C0007,E00026,P0033,F00152,2026-01-01,0
A0001292,C0007,E00026,P0033,F00152,2026-02-01,0
A0001293,C0007,E00026,P0033,F00152,2026-03-01,0
A0001294,C0007,E00026,P0033,F00152,2026-04-01,0
A0001295,C0007,E00026,P0033,F00152,2026-05-01,0
A0001296,C0007,E00026,P0033,F00152,2026-06-01,0
A0001297,C0007,E00026,P0033,F00153,2025-07-01,0
A0001298,C0007,E00026,P0033,F00153,2025-08-01,3587388
A0001299,C0007,E00026,P0033,F00153,2025-09-01,4240502
A0001300,C0007,E00026,P0033,F00153,2025-10-01,3773101
A0001301,C0007,E00026,P0033,F00153,2025-11-01,4167009
A0001302,C0007,E00026,P0033,F00153,2025-12-01,4313950
A0001303,C0007,E00026,P0033,F00153,2026-01-01,3719680
A0001304,C0007,E00026,P0033,F00153,2026-02-01,3238016
A0001305,C0007,E00026,P0033,F00153,2026-03-01,3604196
A0001306,C0007,E00026,P0033,F00153,2026-04-01,4208978
A0001307,C0007,E00026,P0033,F00153,2026-05-01,3750018
A0001308,C0007,E00026,P0033,F00153,2026-06-01,4286005
A0001309,C0007,E00027,P0487,F02200,2025-10-01,0
A0001310,C0007,E00027,P0487,F02200,2025-11-01,0
A0001311,C0007,E00027,P0487,F02200,2025-12-01,0
A0001312,C0007,E00027,P0487,F02200,2026-01-01,0
A0001313,C0007,E00027,P0487,F02200,2026-02-01,0
A0001314,C0007,E00027,P0487,F02200,2026-03-01,0
A0001315,C0007,E00027,P0487,F02200,2026-04-01,0
A0001316,C0007,E00027,P0487,F02200,2026-05-01,0
A0001317,C0007,E00027,P0487,F02200,2026-06-01,0
A0001318,C0007,E00027,P0487,F02201,2025-10-01,0
A0001319,C0007,E00027,P0487,F02201,2025-11-01,0
A0001320,C0007,E00027,P0487,F02201,2025-12-01,0
A0001321,C0007,E00027,P0487,F02201,2026-01-01,0
A0001322,C0007,E00027,P0487,F02201,2026-02-01,0
A0001323,C0007,E00027,P0487,F02201,2026-03-01,0
A0001324,C0007,E00027,P0487,F02201,2026-04-01,0
A0001325,C0007,E00027,P0487,F02201,2026-05-01,0
A0001326,C0007,E00027,P0487,F02201,2026-06-01,0
A0001327,C0007,E00027,P0487,F02202,2025-10-01,131978
A0001328,C0007,E00027,P0487,F02202,2025-11-01,139462
A0001329,C0007,E00027,P0487,F02202,2025-12-01,88880
A0001330,C0007,E00027,P0487,F02202,2026-01-01,112331
A0001331,C0007,E00027,P0487,F02202,2026-02-01,102294
A0001332,C0007,E00027,P0487,F02202,2026-03-01,112212
A0001333,C0007,E00027,P0487,F02202,2026-04-01,136124
A0001334,C0007,E00027,P0487,F02202,2026-05-01,139719
A0001335,C0007,E00027,P0487,F02202,2026-06-01,135476
A0001336,C0007,E00027,P0487,F02203,2025-10-01,6284843
A0001337,C0007,E00027,P0487,F02203,2025-11-01,5866187
A0001338,C0007,E00027,P0487,F02203,2025-12-01,8378220
A0001339,C0007,E00027,P0487,F02203,2026-01-01,7051205
A0001340,C0007,E00027,P0487,F02203,2026-02-01,8561052
A0001341,C0007,E00027,P0487,F02203,2026-03-01,6810269
A0001342,C0007,E00027,P0487,F02203,2026-04-01,7153890
A0001343,C0007,E00027,P0487,F02203,2026-05-01,7940058
A0001344,C0007,E00027,P0487,F02203,2026-06-01,7966410
A0001345,C0007,E00027,P0487,F02204,2025-10-01,798444
A0001346,C0007,E00027,P0487,F02204,2025-11-01,884090
A0001347,C0007,E00027,P0487,F02204,2025-12-01,828835
A0001348,C0007,E00027,P0487,F02204,2026-01-01,996686
A0001349,C0007,E00027,P0487,F02204,2026-02-01,922709
A0001350,C0007,E00027,P0487,F02204,2026-03-01,849206
A0001351,C0007,E00027,P0487,F02204,2026-04-01,1083889
A0001352,C0007,E00027,P0487,F02204,2026-05-01,1037431
A0001353,C0007,E00027,P0487,F02204,2026-06-01,1027548
A0001354,C0007,E00028,P0446,F02014,2025-07-01,0
A0001355,C0007,E00028,P0446,F02014,2025-08-01,106245
A0001356,C0007,E00028,P0446,F02014,2025-09-01,117428
A0001357,C0007,E00028,P0446,F02014,2025-10-01,120648
A0001358,C0007,E00028,P0446,F02014,2025-11-01,118770
A0001359,C0007,E00028,P0446,F02014,2025-12-01,147967
A0001360,C0007,E00028,P0446,F02014,2026-01-01,121587
A0001361,C0007,E00028,P0446,F02014,2026-02-01,129764
A0001362,C0007,E00028,P0446,F02014,2026-03-01,132309
A0001363,C0007,E00028,P0446,F02014,2026-04-01,115997
A0001364,C0007,E00028,P0446,F02014,2026-05-01,119238
A0001365,C0007,E00028,P0446,F02014,2026-06-01,147599
A0001366,C0007,E00028,P0446,F02015,2025-07-01,0
A0001367,C0007,E00028,P0446,F02015,2025-08-01,0
A0001368,C0007,E00028,P0446,F02015,2025-09-01,0
A0001369,C0007,E00028,P0446,F02015,2025-10-01,0
A0001370,C0007,E00028,P0446,F02015,2025-11-01,0
A0001371,C0007,E00028,P0446,F02015,2025-12-01,0
A0001372,C0007,E00028,P0446,F02015,2026-01-01,0
A0001373,C0007,E00028,P0446,F02015,2026-02-01,0
A0001374,C0007,E00028,P0446,F02015,2026-03-01,0
A0001375,C0007,E00028,P0446,F02015,2026-04-01,0
A0001376,C0007,E00028,P0446,F02015,2026-05-01,0
A0001377,C0007,E00028,P0446,F02015,2026-06-01,0
A0001378,C0007,E00028,P0446,F02016,2025-07-01,586846
A0001379,C0007,E00028,P0446,F02016,2025-08-01,614139
A0001380,C0007,E00028,P0446,F02016,2025-09-01,602719
A0001381,C0007,E00028,P0446,F02016,2025-10-01,650955
A0001382,C0007,E00028,P0446,F02016,2025-11-01,441026
A0001383,C0007,E00028,P0446,F02016,2025-12-01,522454
A0001384,C0007,E00028,P0446,F02016,2026-01-01,625905
A0001385,C0007,E00028,P0446,F02016,2026-02-01,642851
A0001386,C0007,E00028,P0446,F02016,2026-03-01,489977
A0001387,C0007,E00028,P0446,F02016,2026-04-01,574194
A0001388,C0007,E00028,P0446,F02016,2026-05-01,467904
A0001389,C0007,E00028,P0446,F02016,2026-06-01,643984
A0001390,C0007,E00028,P0446,F02017,2025-07-01,103679
A0001391,C0007,E00028,P0446,F02017,2025-08-01,102990
A0001392,C0007,E00028,P0446,F02017,2025-09-01,120467
A0001393,C0007,E00028,P0446,F02017,2025-10-01,126720
A0001394,C0007,E00028,P0446,F02017,2025-11-01,104973
A0001395,C0007,E00028,P0446,F02017,2025-12-01,118105
A0001396,C0007,E00028,P0446,F02017,2026-01-01,117954
A0001397,C0007,E00028,P0446,F02017,2026-02-01,118233
A0001398,C0007,E00028,P0446,F02017,2026-03-01,113298
A0001399,C0007,E00028,P0446,F02017,2026-04-01,117237
A0001400,C0007,E00028,P0446,F02017,2026-05-01,129779
A0001401,C0007,E00028,P0446,F02017,2026-06-01,132626
A0001402,C0007,E00028,P0446,F02018,2025-07-01,0
A0001403,C0007,E00028,P0446,F02018,2025-08-01,1663587
A0001404,C0007,E00028,P0446,F02018,2025-09-01,1578264
A0001405,C0007,E00028,P0446,F02018,2025-10-01,1182779
A0001406,C0007,E00028,P0446,F02018,2025-11-01,1278185
A0001407,C0007,E00028,P0446,F02018,2025-12-01,1338761
A0001408,C0007,E00028,P0446,F02018,2026-01-01,1782439
A0001409,C0007,E00028,P0446,F02018,2026-02-01,1491480
A0001410,C0007,E00028,P0446,F02018,2026-03-01,1801631
A0001411,C0007,E00028,P0446,F02018,2026-04-01,1180860
A0001412,C0007,E00028,P0446,F02018,2026-05-01,1151554
A0001413,C0007,E00028,P0446,F02018,2026-06-01,1826534
A0001414,C0007,E00028,P0446,F02019,2025-07-01,73010
A0001415,C0007,E00028,P0446,F02019,2025-08-01,68844
A0001416,C0007,E00028,P0446,F02019,2025-09-01,57268
A0001417,C0007,E00028,P0446,F02019,2025-10-01,50616
A0001418,C0007,E00028,P0446,F02019,2025-11-01,61880
A0001419,C0007,E00028,P0446,F02019,2025-12-01,70707
A0001420,C0007,E00028,P0446,F02019,2026-01-01,66075
A0001421,C0007,E00028,P0446,F02019,2026-02-01,61026
A0001422,C0007,E00028,P0446,F02019,2026-03-01,66577
A0001423,C0007,E00028,P0446,F02019,2026-04-01,73129
A0001424,C0007,E00028,P0446,F02019,2026-05-01,61382
A0001425,C0007,E00028,P0446,F02019,2026-06-01,61458
A0001426,C0007,E00029,P0112,F00509,2025-07-01,0
A0001427,C0007,E00029,P0112,F00509,2025-08-01,6296932
A0001428,C0007,E00029,P0112,F00509,2025-09-01,5510768
A0001429,C0007,E00029,P0112,F00509,2025-10-01,4850451
A0001430,C0007,E00029,P0112,F00509,2025-11-01,7309570
A0001431,C0007,E00029,P0112,F00509,2025-12-01,7782803
A0001432,C0007,E00029,P0112,F00509,2026-01-01,7766900
A0001433,C0007,E00029,P0112,F00509,2026-02-01,5752737
A0001434,C0007,E00029,P0112,F00509,2026-03-01,7356890
A0001435,C0007,E00029,P0112,F00509,2026-04-01,6902541
A0001436,C0007,E00029,P0112,F00509,2026-05-01,7269964
A0001437,C0007,E00029,P0112,F00509,2026-06-01,7409790
A0001438,C0007,E00029,P0112,F00510,2025-07-01,0
A0001439,C0007,E00029,P0112,F00510,2025-08-01,0
A0001440,C0007,E00029,P0112,F00510,2025-09-01,0
A0001441,C0007,E00029,P0112,F00510,2025-10-01,0
A0001442,C0007,E00029,P0112,F00510,2025-11-01,0
A0001443,C0007,E00029,P0112,F00510,2025-12-01,0
A0001444,C0007,E00029,P0112,F00510,2026-01-01,0
A0001445,C0007,E00029,P0112,F00510,2026-02-01,0
A0001446,C0007,E00029,P0112,F00510,2026-03-01,0
A0001447,C0007,E00029,P0112,F00510,2026-04-01,0
A0001448,C0007,E00029,P0112,F00510,2026-05-01,0
A0001449,C0007,E00029,P0112,F00510,2026-06-01,0
A0001450,C0007,E00029,P0112,F00511,2025-07-01,0
A0001451,C0007,E00029,P0112,F00511,2025-08-01,143357
A0001452,C0007,E00029,P0112,F00511,2025-09-01,115940
A0001453,C0007,E00029,P0112,F00511,2025-10-01,122379
A0001454,C0007,E00029,P0112,F00511,2025-11-01,109124
A0001455,C0007,E00029,P0112,F00511,2025-12-01,154358
A0001456,C0007,E00029,P0112,F00511,2026-01-01,152274
A0001457,C0007,E00029,P0112,F00511,2026-02-01,135980
A0001458,C0007,E00029,P0112,F00511,2026-03-01,129691
A0001459,C0007,E00029,P0112,F00511,2026-04-01,112571
A0001460,C0007,E00029,P0112,F00511,2026-05-01,146763
A0001461,C0007,E00029,P0112,F00511,2026-06-01,98771
A0001462,C0007,E00029,P0112,F00512,2025-07-01,138100
A0001463,C0007,E00029,P0112,F00512,2025-08-01,113422
A0001464,C0007,E00029,P0112,F00512,2025-09-01,136676
A0001465,C0007,E00029,P0112,F00512,2025-10-01,92349
A0001466,C0007,E00029,P0112,F00512,2025-11-01,113661
A0001467,C0007,E00029,P0112,F00512,2025-12-01,103801
A0001468,C0007,E00029,P0112,F00512,2026-01-01,116547
A0001469,C0007,E00029,P0112,F00512,2026-02-01,145239
A0001470,C0007,E00029,P0112,F00512,2026-03-01,100309
A0001471,C0007,E00029,P0112,F00512,2026-04-01,96263
A0001472,C0007,E00029,P0112,F00512,2026-05-01,94580
A0001473,C0007,E00029,P0112,F00512,2026-06-01,98279
A0001474,C0007,E00029,P0112,F00513,2025-07-01,42836
A0001475,C0007,E00029,P0112,F00513,2025-08-01,58523
A0001476,C0007,E00029,P0112,F00513,2025-09-01,49555
A0001477,C0007,E00029,P0112,F00513,2025-10-01,47039
A0001478,C0007,E00029,P0112,F00513,2025-11-01,48933
A0001479,C0007,E00029,P0112,F00513,2025-12-01,42700
A0001480,C0007,E00029,P0112,F00513,2026-01-01,44264
A0001481,C0007,E00029,P0112,F00513,2026-02-01,50897
A0001482,C0007,E00029,P0112,F00513,2026-03-01,47129
A0001483,C0007,E00029,P0112,F00513,2026-04-01,49933
A0001484,C0007,E00029,P0112,F00513,2026-05-01,42096
A0001485,C0007,E00029,P0112,F00513,2026-06-01,42258
A0001486,C0007,E00029,P0112,F00514,2025-07-01,58918
A0001487,C0007,E00029,P0112,F00514,2025-08-01,46624
A0001488,C0007,E00029,P0112,F00514,2025-09-01,49304
A0001489,C0007,E00029,P0112,F00514,2025-10-01,56741
A0001490,C0007,E00029,P0112,F00514,2025-11-01,61308
A0001491,C0007,E00029,P0112,F00514,2025-12-01,56539
A0001492,C0007,E00029,P0112,F00514,2026-01-01,61385
A0001493,C0007,E00029,P0112,F00514,2026-02-01,46927
A0001494,C0007,E00029,P0112,F00514,2026-03-01,49558
A0001495,C0007,E00029,P0112,F00514,2026-04-01,43668
A0001496,C0007,E00029,P0112,F00514,2026-05-01,66334
A0001497,C0007,E00029,P0112,F00514,2026-06-01,61821
A0001498,C0007,E00030,P0494,F02234,2025-08-01,0
A0001499,C0007,E00030,P0494,F02234,2025-09-01,49785
A0001500,C0007,E00030,P0494,F02234,2025-10-01,61747
A0001501,C0007,E00030,P0494,F02234,2025-11-01,44235
A0001502,C0007,E00030,P0494,F02234,2025-12-01,56217
A0001503,C0007,E00030,P0494,F02234,2026-01-01,55079
A0001504,C0007,E00030,P0494,F02234,2026-02-01,49004
A0001505,C0007,E00030,P0494,F02234,2026-03-01,61224
A0001506,C0007,E00030,P0494,F02234,2026-04-01,49864
A0001507,C0007,E00030,P0494,F02234,2026-05-01,44072
A0001508,C0007,E00030,P0494,F02234,2026-06-01,63151
A0001509,C0007,E00030,P0494,F02235,2025-08-01,1968644
A0001510,C0007,E00030,P0494,F02235,2025-09-01,2167662
A0001511,C0007,E00030,P0494,F02235,2025-10-01,2010469
A0001512,C0007,E00030,P0494,F02235,2025-11-01,2154127
A0001513,C0007,E00030,P0494,F02235,2025-12-01,2476965
A0001514,C0007,E00030,P0494,F02235,2026-01-01,1826189
A0001515,C0007,E00030,P0494,F02235,2026-02-01,2411815
A0001516,C0007,E00030,P0494,F02235,2026-03-01,2095431
A0001517,C0007,E00030,P0494,F02235,2026-04-01,2596335
A0001518,C0007,E00030,P0494,F02235,2026-05-01,2198977
A0001519,C0007,E00030,P0494,F02235,2026-06-01,1681122
A0001520,C0007,E00030,P0494,F02236,2025-08-01,0
A0001521,C0007,E00030,P0494,F02236,2025-09-01,0
A0001522,C0007,E00030,P0494,F02236,2025-10-01,0
A0001523,C0007,E00030,P0494,F02236,2025-11-01,0
A0001524,C0007,E00030,P0494,F02236,2025-12-01,0
A0001525,C0007,E00030,P0494,F02236,2026-01-01,0
A0001526,C0007,E00030,P0494,F02236,2026-02-01,0
A0001527,C0007,E00030,P0494,F02236,2026-03-01,0
A0001528,C0007,E00030,P0494,F02236,2026-04-01,0
A0001529,C0007,E00030,P0494,F02236,2026-05-01,0
A0001530,C0007,E00030,P0494,F02236,2026-06-01,0
A0001531,C0007,E00030,P0494,F02237,2025-08-01,0
A0001532,C0007,E00030,P0494,F02237,2025-09-01,0
A0001533,C0007,E00030,P0494,F02237,2025-10-01,0
A0001534,C0007,E00030,P0494,F02237,2025-11-01,0
A0001535,C0007,E00030,P0494,F02237,2025-12-01,0
A0001536,C0007,E00030,P0494,F02237,2026-01-01,0
A0001537,C0007,E00030,P0494,F02237,2026-02-01,0
A0001538,C0007,E00030,P0494,F02237,2026-03-01,0
A0001539,C0007,E00030,P0494,F02237,2026-04-01,0
A0001540,C0007,E00030,P0494,F02237,2026-05-01,0
A0001541,C0007,E00030,P0494,F02237,2026-06-01,0
A0001542,C0007,E00030,P0494,F02238,2025-08-01,0
A0001543,C0007,E00030,P0494,F02238,2025-09-01,0
A0001544,C0007,E00030,P0494,F02238,2025-10-01,0
A0001545,C0007,E00030,P0494,F02238,2025-11-01,0
A0001546,C0007,E00030,P0494,F02238,2025-12-01,0
A0001547,C0007,E00030,P0494,F02238,2026-01-01,0
A0001548,C0007,E00030,P0494,F02238,2026-02-01,0
A0001549,C0007,E00030,P0494,F02238,2026-03-01,0
A0001550,C0007,E00030,P0494,F02238,2026-04-01,0
A0001551,C0007,E00030,P0494,F02238,2026-05-01,0
A0001552,C0007,E00030,P0494,F02238,2026-06-01,0
A0001553,C0007,E00031,P0330,F01491,2025-07-01,662751
A0001554,C0007,E00031,P0330,F01491,2025-08-01,547552
A0001555,C0007,E00031,P0330,F01491,2025-09-01,808167
A0001556,C0007,E00031,P0330,F01491,2025-10-01,838803
A0001557,C0007,E00031,P0330,F01491,2025-11-01,594835
A0001558,C0007,E00031,P0330,F01491,2025-12-01,726831
A0001559,C0007,E00031,P0330,F01491,2026-01-01,820496
A0001560,C0007,E00031,P0330,F01491,2026-02-01,695640
A0001561,C0007,E00031,P0330,F01491,2026-03-01,805921
A0001562,C0007,E00031,P0330,F01491,2026-04-01,755214
A0001563,C0007,E00031,P0330,F01491,2026-05-01,783099
A0001564,C0007,E00031,P0330,F01491,2026-06-01,849940
A0001565,C0007,E00031,P0330,F01492,2025-07-01,0
A0001566,C0007,E00031,P0330,F01492,2025-08-01,7782951
A0001567,C0007,E00031,P0330,F01492,2025-09-01,7623094
A0001568,C0007,E00031,P0330,F01492,2025-10-01,6179498
A0001569,C0007,E00031,P0330,F01492,2025-11-01,6572102
A0001570,C0007,E00031,P0330,F01492,2025-12-01,8981456
A0001571,C0007,E00031,P0330,F01492,2026-01-01,7046539
A0001572,C0007,E00031,P0330,F01492,2026-02-01,5751395
A0001573,C0007,E00031,P0330,F01492,2026-03-01,8661286
A0001574,C0007,E00031,P0330,F01492,2026-04-01,6144793
A0001575,C0007,E00031,P0330,F01492,2026-05-01,6943986
A0001576,C0007,E00031,P0330,F01492,2026-06-01,6508944
